Month,Calendar Year,Land Class,Land Category,Revenue Type,Commodity, Revenue ,,
November,2016,Federal,Onshore,Other Revenues,Sodium," $(3,049.27)",,
November,2016,Federal,Onshore,Rents,Clay, $154.00 ,,
November,2016,Federal,Onshore,Rents,Coal," $314,422.00 ",,
November,2016,Federal,Onshore,Rents,Copper, $-   ,,
November,2016,Federal,Onshore,Rents,Geothermal," $66,560.40 ",,
November,2016,Federal,Onshore,Rents,Gilsonite, $409.00 ,,
November,2016,Federal,Onshore,Rents,Hardrock," $(3,949.50)",,
November,2016,Federal,Onshore,Rents,Oil & Gas," $1,560,828.89 ",,
November,2016,Federal,Onshore,Rents,Phosphate," $(4,091.00)",,
November,2016,Federal,Onshore,Royalties,Coal," $49,937,316.51 ",,
November,2016,Federal,Onshore,Royalties,Gas," $50,590,233.33 ",,
November,2016,Federal,Onshore,Royalties,NGL," $14,549,197.10 ",,
November,2016,Federal,Onshore,Royalties,Oil," $70,202,975.05 ",,
November,2016,Federal,Onshore,Royalties,Other Products," $11,340,944.42 ",,
November,2016,Federal,,Civil Penalties,," $228,775.60 ",,
November,2016,Federal,,Other Revenues,," $17,236.90 ",,
November,2016,Native American,Onshore,Bonus,Coal," $3,500,000.00 ",,
November,2016,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
November,2016,Native American,Onshore,Other Revenues,Gas," $(1,788.57)",,
November,2016,Native American,Onshore,Other Revenues,Gypsum," $(45,842.40)",,
November,2016,Native American,Onshore,Other Revenues,NGL, $(883.58),,
November,2016,Native American,Onshore,Other Revenues,Oil," $(10,101.19)",,
November,2016,Native American,Onshore,Other Revenues,Oil & Gas," $2,477,241.92 ",,
November,2016,Native American,Onshore,Other Revenues,Sand & Gravel," $6,470.95 ",,
November,2016,Native American,Onshore,Rents,Coal," $27,382.72 ",,
November,2016,Native American,Onshore,Rents,Oil & Gas," $460,256.10 ",,
November,2016,Native American,Onshore,Royalties,Coal," $5,778,566.78 ",,
November,2016,Native American,Onshore,Royalties,Gas," $8,325,909.32 ",,
November,2016,Native American,Onshore,Royalties,Mining-Unspecified," $10,365.00 ",,
November,2016,Native American,Onshore,Royalties,NGL," $750,773.97 ",,
November,2016,Native American,Onshore,Royalties,Oil," $38,015,436.55 ",,
November,2016,Native American,Onshore,Royalties,Other Products," $127,075.81 ",,
December,2016,Federal,Offshore,Bonus,Oil & Gas," $12,837,676.00 ",,
December,2016,Federal,Offshore,Inspection Fees,," $23,300,950.00 ",,
December,2016,Federal,Offshore,Other Revenues,Gas," $10,662.52 ",,
December,2016,Federal,Offshore,Other Revenues,NGL," $(24,246.03)",,
December,2016,Federal,Offshore,Other Revenues,Oil," $433,582.78 ",,
December,2016,Federal,Offshore,Other Revenues,Oil & Gas," $14,913,276.84 ",,
December,2016,Federal,Offshore,Rents,Oil & Gas," $4,125,738.75 ",,
December,2016,Federal,Offshore,Rents,Wind," $715,965.00 ",,
December,2016,Federal,Offshore,Royalties,Gas," $19,219,221.07 ",,
December,2016,Federal,Offshore,Royalties,NGL," $5,859,338.50 ",,
December,2016,Federal,Offshore,Royalties,Oil," $202,132,631.30 ",,
December,2016,Federal,Onshore,Bonus,Geothermal," $19,140.50 ",,
December,2016,Federal,Onshore,Other Revenues,Coal," $151,343.91 ",,
December,2016,Federal,Onshore,Other Revenues,Geothermal," $53,818.62 ",,
December,2016,Federal,Onshore,Other Revenues,Gilsonite, $(360.00),,
December,2016,Federal,Onshore,Other Revenues,Hardrock," $1,986.00 ",,
December,2016,Federal,Onshore,Other Revenues,NGL, $(37.27),,
December,2016,Federal,Onshore,Other Revenues,Oil," $(1,465.09)",,
December,2016,Federal,Onshore,Other Revenues,Oil & Gas," $4,330,315.38 ",,
December,2016,Federal,Onshore,Other Revenues,Phosphate," $20,763.00 ",,
December,2016,Federal,Onshore,Other Revenues,Potassium," $976,140.00 ",,
December,2016,Federal,Onshore,Other Revenues,Sodium," $282,805.57 ",,
December,2016,Federal,Onshore,Rents,Coal," $93,413.09 ",,
December,2016,Federal,Onshore,Rents,Geothermal," $56,294.12 ",,
December,2016,Federal,Onshore,Rents,Gilsonite, $330.00 ,,
December,2016,Federal,Onshore,Rents,Hardrock, $(177.50),,
December,2016,Federal,Onshore,Rents,Oil & Gas," $1,419,617.86 ",,
December,2016,Federal,Onshore,Rents,Phosphate," $5,124.00 ",,
December,2016,Federal,Onshore,Rents,Potassium," $331,077.00 ",,
December,2016,Federal,Onshore,Rents,Sodium," $90,507.00 ",,
December,2016,Federal,Onshore,Royalties,Coal," $48,337,447.73 ",,
December,2016,Federal,Onshore,Royalties,Gas," $61,378,757.65 ",,
December,2016,Federal,Onshore,Royalties,NGL," $25,024,901.32 ",,
December,2016,Federal,Onshore,Royalties,Oil," $71,194,615.18 ",,
December,2016,Federal,Onshore,Royalties,Other Products," $11,061,092.95 ",,
December,2016,Federal,,Civil Penalties,," $181,262.95 ",,
December,2016,Federal,,Other Revenues,," $8,230.22 ",,
December,2016,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
December,2016,Native American,Onshore,Other Revenues,Gas," $(1,185.08)",,
December,2016,Native American,Onshore,Other Revenues,Gypsum," $(27,415.19)",,
December,2016,Native American,Onshore,Other Revenues,Mining-Unspecified," $1,000.00 ",,
December,2016,Native American,Onshore,Other Revenues,NGL, $(437.50),,
December,2016,Native American,Onshore,Other Revenues,Oil," $(8,486.31)",,
December,2016,Native American,Onshore,Other Revenues,Oil & Gas," $(269,628.03)",,
December,2016,Native American,Onshore,Other Revenues,Sand & Gravel," $1,826.80 ",,
December,2016,Native American,Onshore,Rents,Mining-Unspecified," $1,281.52 ",,
December,2016,Native American,Onshore,Rents,Oil & Gas," $373,187.41 ",,
December,2016,Native American,Onshore,Royalties,Coal," $5,616,526.60 ",,
December,2016,Native American,Onshore,Royalties,Gas," $9,247,858.71 ",,
December,2016,Native American,Onshore,Royalties,Mining-Unspecified," $5,440.00 ",,
December,2016,Native American,Onshore,Royalties,NGL," $845,199.43 ",,
December,2016,Native American,Onshore,Royalties,Oil," $34,610,144.00 ",,
December,2016,Native American,Onshore,Royalties,Other Products," $187,054.66 ",,
January,2017,Federal,Offshore,Inspection Fees,," $8,063,850.00 ",,
January,2017,Federal,Offshore,Other Revenues,Gas," $11,439.27 ",,
January,2017,Federal,Offshore,Other Revenues,NGL," $(21,130.37)",,
January,2017,Federal,Offshore,Other Revenues,Oil," $(1,725,951.26)",,
January,2017,Federal,Offshore,Other Revenues,Oil & Gas," $12,399,024.10 ",,
January,2017,Federal,Offshore,Rents,Oil & Gas," $3,956,817.88 ",,
January,2017,Federal,Offshore,Rents,Wind," $239,121.00 ",,
January,2017,Federal,Offshore,Royalties,Gas," $23,581,144.64 ",,
January,2017,Federal,Offshore,Royalties,NGL," $8,815,716.40 ",,
January,2017,Federal,Offshore,Royalties,Oil," $271,249,358.15 ",,
January,2017,Federal,Offshore,Royalties,Other Products, $(0.27),,
January,2017,Federal,Onshore,Bonus,Coal," $13,660.00 ",,
January,2017,Federal,Onshore,Bonus,Geothermal," $62,400.00 ",,
January,2017,Federal,Onshore,Bonus,Oil & Gas," $10,094,543.00 ",,
January,2017,Federal,Onshore,Other Revenues,Coal," $11,514.51 ",,
January,2017,Federal,Onshore,Other Revenues,Geothermal," $9,655.33 ",,
January,2017,Federal,Onshore,Other Revenues,Gilsonite, $240.00 ,,
January,2017,Federal,Onshore,Other Revenues,Hardrock," $23,776.25 ",,
January,2017,Federal,Onshore,Other Revenues,Oil, $(673.69),,
January,2017,Federal,Onshore,Other Revenues,Oil & Gas," $5,604,040.26 ",,
January,2017,Federal,Onshore,Other Revenues,Phosphate," $1,706.34 ",,
January,2017,Federal,Onshore,Other Revenues,Potassium," $(7,280.00)",,
January,2017,Federal,Onshore,Other Revenues,Sodium," $14,631.06 ",,
January,2017,Federal,Onshore,Rents,Coal," $61,022.00 ",,
January,2017,Federal,Onshore,Rents,Geothermal," $98,111.06 ",,
January,2017,Federal,Onshore,Rents,Gilsonite, $40.00 ,,
January,2017,Federal,Onshore,Rents,Hardrock, $(620.00),,
January,2017,Federal,Onshore,Rents,Oil & Gas," $1,269,518.08 ",,
January,2017,Federal,Onshore,Rents,Phosphate, $(892.00),,
January,2017,Federal,Onshore,Rents,Potassium," $(122,957.00)",,
January,2017,Federal,Onshore,Rents,Sodium," $(46,150.00)",,
January,2017,Federal,Onshore,Royalties,Coal," $47,190,283.03 ",,
January,2017,Federal,Onshore,Royalties,Gas," $59,582,526.01 ",,
January,2017,Federal,Onshore,Royalties,NGL," $10,337,452.20 ",,
January,2017,Federal,Onshore,Royalties,Oil," $84,231,742.83 ",,
January,2017,Federal,Onshore,Royalties,Other Products," $10,525,073.99 ",,
January,2017,Federal,,Civil Penalties,," $1,024,750.00 ",,
January,2017,Federal,,Other Revenues,," $13,435.29 ",,
January,2017,Native American,Onshore,Other Revenues,Coal," $1,179,696.93 ",,
January,2017,Native American,Onshore,Other Revenues,Copper," $250,000.00 ",,
January,2017,Native American,Onshore,Other Revenues,Gas," $(1,169.38)",,
January,2017,Native American,Onshore,Other Revenues,Limestone," $493,464.65 ",,
January,2017,Native American,Onshore,Other Revenues,Mining-Unspecified, $-   ,,
January,2017,Native American,Onshore,Other Revenues,NGL, $(232.80),,
January,2017,Native American,Onshore,Other Revenues,Oil," $(9,545.81)",,
January,2017,Native American,Onshore,Other Revenues,Oil & Gas," $2,382,674.88 ",,
January,2017,Native American,Onshore,Other Revenues,Sand & Gravel," $28,714.91 ",,
January,2017,Native American,Onshore,Rents,Oil & Gas," $246,640.41 ",,
January,2017,Native American,Onshore,Royalties,Coal," $6,141,835.30 ",,
January,2017,Native American,Onshore,Royalties,Gas," $8,864,183.45 ",,
January,2017,Native American,Onshore,Royalties,Mining-Unspecified," $6,760.00 ",,
January,2017,Native American,Onshore,Royalties,NGL," $863,096.03 ",,
January,2017,Native American,Onshore,Royalties,Oil," $35,301,190.87 ",,
January,2017,Native American,Onshore,Royalties,Other Products," $239,231.29 ",,
February,2017,Federal,Offshore,Bonus,Oil & Gas," $(71,250.00)",,
February,2017,Federal,Offshore,Inspection Fees,," $1,130,551.02 ",,
February,2017,Federal,Offshore,Other Revenues,Gas," $12,102.37 ",,
February,2017,Federal,Offshore,Other Revenues,NGL," $(14,219.47)",,
February,2017,Federal,Offshore,Other Revenues,Oil," $239,653.89 ",,
February,2017,Federal,Offshore,Other Revenues,Oil & Gas," $1,563,081.37 ",,
February,2017,Federal,Offshore,Other Revenues,Wind, $157.18 ,,
February,2017,Federal,Offshore,Rents,Oil & Gas," $9,998,719.50 ",,
February,2017,Federal,Offshore,Royalties,Gas," $24,711,847.80 ",,
February,2017,Federal,Offshore,Royalties,NGL," $7,157,692.90 ",,
February,2017,Federal,Offshore,Royalties,Oil," $250,450,850.73 ",,
February,2017,Federal,Onshore,Bonus,Coal," $460,000.00 ",,
February,2017,Federal,Onshore,Bonus,Geothermal," $1,280.00 ",,
February,2017,Federal,Onshore,Bonus,Oil & Gas," $1,716,028.50 ",,
February,2017,Federal,Onshore,Other Revenues,Coal," $(27,291.65)",,
February,2017,Federal,Onshore,Other Revenues,Geothermal," $22,377.64 ",,
February,2017,Federal,Onshore,Other Revenues,Hardrock," $(19,245.00)",,
February,2017,Federal,Onshore,Other Revenues,Oil," $(1,237.30)",,
February,2017,Federal,Onshore,Other Revenues,Oil & Gas," $4,582,346.29 ",,
February,2017,Federal,Onshore,Other Revenues,Phosphate," $6,174.00 ",,
February,2017,Federal,Onshore,Other Revenues,Potassium," $(33,359.47)",,
February,2017,Federal,Onshore,Other Revenues,Sodium," $(86,037.96)",,
February,2017,Federal,Onshore,Rents,Coal," $108,418.01 ",,
February,2017,Federal,Onshore,Rents,Geothermal," $177,124.06 ",,
February,2017,Federal,Onshore,Rents,Hardrock," $(7,927.00)",,
February,2017,Federal,Onshore,Rents,Oil & Gas," $1,575,378.06 ",,
February,2017,Federal,Onshore,Rents,Oil Shale, $320.00 ,,
February,2017,Federal,Onshore,Rents,Phosphate," $(3,903.00)",,
February,2017,Federal,Onshore,Rents,Potassium," $(35,399.40)",,
February,2017,Federal,Onshore,Rents,Sodium," $(28,478.00)",,
February,2017,Federal,Onshore,Royalties,Coal," $50,404,038.39 ",,
February,2017,Federal,Onshore,Royalties,Gas," $76,109,016.59 ",,
February,2017,Federal,Onshore,Royalties,NGL," $13,191,062.60 ",,
February,2017,Federal,Onshore,Royalties,Oil," $71,585,000.36 ",,
February,2017,Federal,Onshore,Royalties,Other Products," $11,193,769.09 ",,
February,2017,Federal,,Civil Penalties,," $44,000.00 ",,
February,2017,Federal,,Other Revenues,," $7,521.78 ",,
February,2017,Native American,Onshore,Bonus,Coal," $3,500,000.00 ",,
February,2017,Native American,Onshore,Other Revenues,Coal," $100,000.00 ",,
February,2017,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
February,2017,Native American,Onshore,Other Revenues,Gas, $(939.35),,
February,2017,Native American,Onshore,Other Revenues,NGL, $(214.17),,
February,2017,Native American,Onshore,Other Revenues,Oil," $(8,534.27)",,
February,2017,Native American,Onshore,Other Revenues,Oil & Gas," $(438,926.18)",,
February,2017,Native American,Onshore,Other Revenues,Sand & Gravel," $15,000.00 ",,
February,2017,Native American,Onshore,Rents,Oil & Gas," $164,845.38 ",,
February,2017,Native American,Onshore,Royalties,Coal," $6,267,012.72 ",,
February,2017,Native American,Onshore,Royalties,Gas," $10,124,440.56 ",,
February,2017,Native American,Onshore,Royalties,Mining-Unspecified," $5,480.00 ",,
February,2017,Native American,Onshore,Royalties,NGL," $813,255.98 ",,
February,2017,Native American,Onshore,Royalties,Oil," $41,561,997.29 ",,
February,2017,Native American,Onshore,Royalties,Other Products," $58,243.48 ",,
March,2017,Federal,Offshore,Inspection Fees,," $865,228.26 ",,
March,2017,Federal,Offshore,Other Revenues,Gas," $13,440.68 ",,
March,2017,Federal,Offshore,Other Revenues,NGL," $(11,069.12)",,
March,2017,Federal,Offshore,Other Revenues,Oil," $(274,740.70)",,
March,2017,Federal,Offshore,Other Revenues,Oil & Gas," $(1,848,638.16)",,
March,2017,Federal,Offshore,Rents,Oil & Gas," $3,379,847.61 ",,
March,2017,Federal,Offshore,Rents,Wind," $1,031,949.00 ",,
March,2017,Federal,Offshore,Royalties,Gas," $29,205,811.49 ",,
March,2017,Federal,Offshore,Royalties,NGL," $(7,068,011.34)",,
March,2017,Federal,Offshore,Royalties,Oil," $269,975,245.64 ",,
March,2017,Federal,Offshore,Royalties,Other Products, $(6.16),,
March,2017,Federal,Onshore,Bonus,Coal," $174,716.00 ",,
March,2017,Federal,Onshore,Bonus,Oil & Gas," $288,270.00 ",,
March,2017,Federal,Onshore,Other Revenues,Coal," $141,315.84 ",,
March,2017,Federal,Onshore,Other Revenues,Geothermal," $4,862.00 ",,
March,2017,Federal,Onshore,Other Revenues,Gilsonite," $1,434.00 ",,
March,2017,Federal,Onshore,Other Revenues,Hardrock," $5,035.00 ",,
March,2017,Federal,Onshore,Other Revenues,Oil," $(2,620.27)",,
March,2017,Federal,Onshore,Other Revenues,Oil & Gas," $4,845,742.90 ",,
March,2017,Federal,Onshore,Other Revenues,Other Products," $4,607.07 ",,
March,2017,Federal,Onshore,Other Revenues,Phosphate," $5,646.00 ",,
March,2017,Federal,Onshore,Other Revenues,Potassium," $(71,889.05)",,
March,2017,Federal,Onshore,Other Revenues,Sodium," $(50,280.00)",,
March,2017,Federal,Onshore,Rents,Coal," $108,918.00 ",,
March,2017,Federal,Onshore,Rents,Geothermal," $24,389.06 ",,
March,2017,Federal,Onshore,Rents,Gilsonite, $239.00 ,,
March,2017,Federal,Onshore,Rents,Hardrock, $124.38 ,,
March,2017,Federal,Onshore,Rents,Oil & Gas," $2,133,305.81 ",,
March,2017,Federal,Onshore,Rents,Phosphate, $885.00 ,,
March,2017,Federal,Onshore,Rents,Potassium," $(164,463.00)",,
March,2017,Federal,Onshore,Rents,Sodium," $(19,400.00)",,
March,2017,Federal,Onshore,Royalties,Coal," $44,880,455.34 ",,
March,2017,Federal,Onshore,Royalties,Gas," $83,310,368.45 ",,
March,2017,Federal,Onshore,Royalties,NGL," $13,096,024.08 ",,
March,2017,Federal,Onshore,Royalties,Oil," $79,808,466.47 ",,
March,2017,Federal,Onshore,Royalties,Other Products," $11,108,581.09 ",,
March,2017,Federal,,Civil Penalties,," $121,746.97 ",,
March,2017,Federal,,Other Revenues,," $14,273.69 ",,
March,2017,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
March,2017,Native American,Onshore,Other Revenues,Gas," $7,496.67 ",,
March,2017,Native American,Onshore,Other Revenues,Limestone," $13,581.33 ",,
March,2017,Native American,Onshore,Other Revenues,NGL, $(419.06),,
March,2017,Native American,Onshore,Other Revenues,Oil," $(8,244.08)",,
March,2017,Native American,Onshore,Other Revenues,Oil & Gas," $(1,381,864.10)",,
March,2017,Native American,Onshore,Rents,Coal," $4,190.00 ",,
March,2017,Native American,Onshore,Rents,Gypsum," $1,040.00 ",,
March,2017,Native American,Onshore,Rents,Oil & Gas," $228,103.98 ",,
March,2017,Native American,Onshore,Rents,Sand & Gravel, $800.00 ,,
March,2017,Native American,Onshore,Royalties,Coal," $5,668,173.17 ",,
March,2017,Native American,Onshore,Royalties,Gas," $11,724,725.70 ",,
March,2017,Native American,Onshore,Royalties,Mining-Unspecified," $3,750.00 ",,
March,2017,Native American,Onshore,Royalties,NGL," $1,013,591.04 ",,
March,2017,Native American,Onshore,Royalties,Oil," $39,787,490.21 ",,
March,2017,Native American,Onshore,Royalties,Oil & Gas," $(1,214.91)",,
March,2017,Native American,Onshore,Royalties,Other Products," $46,251.06 ",,
April,2017,Federal,Offshore,Bonus,Wind," $42,469,725.00 ",,
April,2017,Federal,Offshore,Inspection Fees,," $1,034,166.34 ",,
April,2017,Federal,Offshore,Other Revenues,Gas," $7,681.11 ",,
April,2017,Federal,Offshore,Other Revenues,NGL," $(15,888.88)",,
April,2017,Federal,Offshore,Other Revenues,Oil," $(521,998.14)",,
April,2017,Federal,Offshore,Other Revenues,Oil & Gas," $7,547,074.61 ",,
April,2017,Federal,Offshore,Rents,Oil & Gas," $2,413,720.33 ",,
April,2017,Federal,Offshore,Rents,Wind," $1,301,277.00 ",,
April,2017,Federal,Offshore,Royalties,Gas," $12,868,944.78 ",,
April,2017,Federal,Offshore,Royalties,NGL," $5,190,971.32 ",,
April,2017,Federal,Offshore,Royalties,Oil," $187,672,969.11 ",,
April,2017,Federal,Offshore,Royalties,Other Products, $(2.16),,
April,2017,Federal,Onshore,Bonus,Oil & Gas," $127,306,040.00 ",,
April,2017,Federal,Onshore,Other Revenues,Coal," $(1,720,254.93)",,
April,2017,Federal,Onshore,Other Revenues,Geothermal," $19,694.22 ",,
April,2017,Federal,Onshore,Other Revenues,Gilsonite," $(1,434.00)",,
April,2017,Federal,Onshore,Other Revenues,Hardrock, $(382.40),,
April,2017,Federal,Onshore,Other Revenues,NGL, $3.98 ,,
April,2017,Federal,Onshore,Other Revenues,Oil," $(3,017.34)",,
April,2017,Federal,Onshore,Other Revenues,Oil & Gas," $2,828,276.33 ",,
April,2017,Federal,Onshore,Other Revenues,Phosphate," $14,021.00 ",,
April,2017,Federal,Onshore,Other Revenues,Potassium," $(50,554.80)",,
April,2017,Federal,Onshore,Other Revenues,Sodium, $118.46 ,,
April,2017,Federal,Onshore,Rents,Coal," $77,294.94 ",,
April,2017,Federal,Onshore,Rents,Geothermal," $106,013.39 ",,
April,2017,Federal,Onshore,Rents,Gilsonite, $(239.00),,
April,2017,Federal,Onshore,Rents,Hardrock," $(1,462.00)",,
April,2017,Federal,Onshore,Rents,Hot Springs, $(5.00),,
April,2017,Federal,Onshore,Rents,Oil & Gas," $1,746,410.33 ",,
April,2017,Federal,Onshore,Rents,Phosphate," $1,700.00 ",,
April,2017,Federal,Onshore,Rents,Potassium," $2,300.00 ",,
April,2017,Federal,Onshore,Rents,Sodium, $201.00 ,,
April,2017,Federal,Onshore,Royalties,Coal," $41,003,927.00 ",,
April,2017,Federal,Onshore,Royalties,Gas," $49,342,244.30 ",,
April,2017,Federal,Onshore,Royalties,NGL," $11,896,515.84 ",,
April,2017,Federal,Onshore,Royalties,Oil," $68,357,417.46 ",,
April,2017,Federal,Onshore,Royalties,Other Products," $11,818,283.71 ",,
April,2017,Federal,,Civil Penalties,," $11,947.95 ",,
April,2017,Federal,,Other Revenues,," $9,321.13 ",,
April,2017,Native American,Onshore,Other Revenues,Coal," $649,283.63 ",,
April,2017,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
April,2017,Native American,Onshore,Other Revenues,Gas, $(889.49),,
April,2017,Native American,Onshore,Other Revenues,Limestone," $4,527.11 ",,
April,2017,Native American,Onshore,Other Revenues,NGL, $(331.31),,
April,2017,Native American,Onshore,Other Revenues,Oil," $(8,133.65)",,
April,2017,Native American,Onshore,Other Revenues,Oil & Gas," $2,458,721.78 ",,
April,2017,Native American,Onshore,Other Revenues,Sand & Gravel," $8,861.00 ",,
April,2017,Native American,Onshore,Rents,Oil & Gas," $156,778.30 ",,
April,2017,Native American,Onshore,Rents,Sand & Gravel," $(1,760.00)",,
April,2017,Native American,Onshore,Royalties,Coal," $6,002,824.51 ",,
April,2017,Native American,Onshore,Royalties,Gas," $8,029,965.66 ",,
April,2017,Native American,Onshore,Royalties,NGL," $985,153.22 ",,
April,2017,Native American,Onshore,Royalties,Oil," $32,397,498.26 ",,
April,2017,Native American,Onshore,Royalties,Other Products," $50,823.47 ",,
May,2017,Federal,Offshore,Bonus,Oil & Gas," $749,319.00 ",,
May,2017,Federal,Offshore,Inspection Fees,," $1,620,241.66 ",,
May,2017,Federal,Offshore,Other Revenues,Gas," $18,537.03 ",,
May,2017,Federal,Offshore,Other Revenues,NGL," $(16,598.25)",,
May,2017,Federal,Offshore,Other Revenues,Oil," $(725,589.51)",,
May,2017,Federal,Offshore,Other Revenues,Oil & Gas," $2,619,413.81 ",,
May,2017,Federal,Offshore,Other Revenues,Sulfur," $12,945.50 ",,
May,2017,Federal,Offshore,Rents,Oil & Gas," $15,901,712.93 ",,
May,2017,Federal,Offshore,Royalties,Gas," $24,769,749.81 ",,
May,2017,Federal,Offshore,Royalties,NGL," $10,234,598.24 ",,
May,2017,Federal,Offshore,Royalties,Oil," $299,104,641.11 ",,
May,2017,Federal,Offshore,Royalties,Other Products, $737.50 ,,
May,2017,Federal,Onshore,Bonus,Coal," $1,278,000.00 ",,
May,2017,Federal,Onshore,Bonus,Oil & Gas," $164,797,236.50 ",,
May,2017,Federal,Onshore,Bonus,Phosphate," $120,511.00 ",,
May,2017,Federal,Onshore,Other Revenues,Coal," $151,514.84 ",,
May,2017,Federal,Onshore,Other Revenues,Geothermal," $34,540.57 ",,
May,2017,Federal,Onshore,Other Revenues,Gilsonite," $1,806.00 ",,
May,2017,Federal,Onshore,Other Revenues,Hardrock," $24,972.00 ",,
May,2017,Federal,Onshore,Other Revenues,Oil," $(14,731.62)",,
May,2017,Federal,Onshore,Other Revenues,Oil & Gas," $2,533,217.35 ",,
May,2017,Federal,Onshore,Other Revenues,Phosphate," $18,753.00 ",,
May,2017,Federal,Onshore,Other Revenues,Potassium," $(34,560.04)",,
May,2017,Federal,Onshore,Other Revenues,Sodium," $(42,374.03)",,
May,2017,Federal,Onshore,Rents,Coal," $40,620.00 ",,
May,2017,Federal,Onshore,Rents,Geothermal," $136,521.56 ",,
May,2017,Federal,Onshore,Rents,Gilsonite, $301.00 ,,
May,2017,Federal,Onshore,Rents,Gold, $651.00 ,,
May,2017,Federal,Onshore,Rents,Hardrock, $(243.00),,
May,2017,Federal,Onshore,Rents,Oil & Gas," $3,552,394.78 ",,
May,2017,Federal,Onshore,Rents,Phosphate," $4,070.00 ",,
May,2017,Federal,Onshore,Rents,Sodium," $(6,169.50)",,
May,2017,Federal,Onshore,Royalties,Coal," $37,403,288.61 ",,
May,2017,Federal,Onshore,Royalties,Gas," $65,475,464.42 ",,
May,2017,Federal,Onshore,Royalties,NGL," $14,781,453.99 ",,
May,2017,Federal,Onshore,Royalties,Oil," $111,832,273.06 ",,
May,2017,Federal,Onshore,Royalties,Other Products," $11,320,556.25 ",,
May,2017,Federal,,Civil Penalties,," $77,000.00 ",,
May,2017,Federal,,Other Revenues,," $14,369.49 ",,
May,2017,Native American,Onshore,Other Revenues,Copper," $100,000.00 ",,
May,2017,Native American,Onshore,Other Revenues,Gas, $(314.83),,
May,2017,Native American,Onshore,Other Revenues,Gypsum," $258,952.32 ",,
May,2017,Native American,Onshore,Other Revenues,Limestone," $4,527.11 ",,
May,2017,Native American,Onshore,Other Revenues,NGL, $(20.28),,
May,2017,Native American,Onshore,Other Revenues,Oil," $(5,629.21)",,
May,2017,Native American,Onshore,Other Revenues,Oil & Gas," $3,224,098.18 ",,
May,2017,Native American,Onshore,Rents,Coal," $14,745.92 ",,
May,2017,Native American,Onshore,Rents,Copper," $(1,994.37)",,
May,2017,Native American,Onshore,Rents,Oil & Gas," $154,957.56 ",,
May,2017,Native American,Onshore,Royalties,Coal," $4,494,980.62 ",,
May,2017,Native American,Onshore,Royalties,Gas," $8,483,557.29 ",,
May,2017,Native American,Onshore,Royalties,Mining-Unspecified," $30,015.00 ",,
May,2017,Native American,Onshore,Royalties,NGL," $1,132,116.91 ",,
May,2017,Native American,Onshore,Royalties,Oil," $56,474,907.49 ",,
May,2017,Native American,Onshore,Royalties,Other Products," $48,659.66 ",,
June,2017,Federal,Offshore,Bonus,Oil & Gas," $27,455,263.00 ",,
June,2017,Federal,Offshore,Inspection Fees,," $897,803.12 ",,
June,2017,Federal,Offshore,Other Revenues,Gas," $6,732.36 ",,
June,2017,Federal,Offshore,Other Revenues,NGL," $(12,986.85)",,
June,2017,Federal,Offshore,Other Revenues,Oil," $(463,524.99)",,
June,2017,Federal,Offshore,Other Revenues,Oil & Gas," $(260,815.85)",,
June,2017,Federal,Offshore,Rents,Oil & Gas," $29,179,283.75 ",,
June,2017,Federal,Offshore,Royalties,Gas," $21,167,510.20 ",,
June,2017,Federal,Offshore,Royalties,NGL," $7,397,047.51 ",,
June,2017,Federal,Offshore,Royalties,Oil," $239,816,346.96 ",,
June,2017,Federal,Onshore,Bonus,Coal," $3,563,682.64 ",,
June,2017,Federal,Onshore,Bonus,Oil & Gas," $1,171,814.50 ",,
June,2017,Federal,Onshore,Other Revenues,Asphalt," $12,556.20 ",,
June,2017,Federal,Onshore,Other Revenues,Coal," $4,101,032.51 ",,
June,2017,Federal,Onshore,Other Revenues,Geothermal," $4,754.00 ",,
June,2017,Federal,Onshore,Other Revenues,Gilsonite, $(840.00),,
June,2017,Federal,Onshore,Other Revenues,Gold," $1,953.00 ",,
June,2017,Federal,Onshore,Other Revenues,Hardrock," $47,360.75 ",,
June,2017,Federal,Onshore,Other Revenues,NGL, $(499.75),,
June,2017,Federal,Onshore,Other Revenues,Oil," $(3,543.16)",,
June,2017,Federal,Onshore,Other Revenues,Oil & Gas," $3,148,391.71 ",,
June,2017,Federal,Onshore,Other Revenues,Phosphate," $4,044.00 ",,
June,2017,Federal,Onshore,Other Revenues,Potassium," $15,568.34 ",,
June,2017,Federal,Onshore,Other Revenues,Sodium," $(3,825.37)",,
June,2017,Federal,Onshore,Rents,Coal," $65,505.00 ",,
June,2017,Federal,Onshore,Rents,Geothermal," $58,794.96 ",,
June,2017,Federal,Onshore,Rents,Gilsonite, $(140.00),,
June,2017,Federal,Onshore,Rents,Hardrock," $(8,411.00)",,
June,2017,Federal,Onshore,Rents,Oil & Gas," $1,042,716.93 ",,
June,2017,Federal,Onshore,Rents,Oil Shale, $320.00 ,,
June,2017,Federal,Onshore,Rents,Phosphate," $(3,526.00)",,
