Company	Revenue Type	Commodity	Revenue		
MEWBOURNE OIL CO	ONRR/BLM - Rents	Oil & Gas	$10,278.00 		
M-I SWACO	BLM - Permit Fees	Locatable Minerals	$142,461.00 		
MID VOL COAL SALES INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$456,076.21 		
MIDAMERICAN ENERGY HOLDINGS CO	ONRR - Royalties	Coal	$13,229,322.99 		
MIDAMERICAN ENERGY HOLDINGS CO	ONRR - Royalties	Geothermal	$306,205.51 		
MIDAMERICAN ENERGY HOLDINGS CO	ONRR/BLM - Rents	Coal	$95,391.00 		
MIDAMERICAN ENERGY HOLDINGS CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	$849,860.05 		
MINERAL RIDGE GOLD LLC	BLM - Permit Fees	Locatable Minerals	$105,590.00 		
MONARCH MOUNTAIN MINERALS & AGGREGATES	BLM - Permit Fees	Locatable Minerals	$930.00 		
MONARCH MOUNTAIN MINERALS & AGGREGATES	BLM - Permit Fees	Mineral Materials	$113,701.21 		
MONCRIEF OIL	ONRR - Other Revenues	N/A	($342.21)		
MONCRIEF OIL	ONRR - Other Revenues	Oil & Gas	$12,565.96 		
MONCRIEF OIL	ONRR - Royalties	Gas	$525,960.27 		
MONCRIEF OIL	ONRR - Royalties	Oil	$4,526.29 		
MONCRIEF OIL	ONRR/BLM - Rents	Oil & Gas	$90,236.50 		
MONTEZUMA MINES INC	BLM - Permit Fees	Locatable Minerals	$215,444.00 		
MOTHER EARTH IND. (GEOTHERMAL)	ONRR - Royalties	Geothermal	$259,590.40 		
MUNICIPAL LIGHT & POWER	ONRR - Royalties	Gas	$2,801,855.62 		
MURCHISON OIL & GAS INC	BLM - Permit Fees	Oil & Gas	$3,190.00 		
MURCHISON OIL & GAS INC	ONRR - Other Revenues	Oil & Gas	$2,784.31 		
MURCHISON OIL & GAS INC	ONRR - Royalties	Gas	$303,676.55 		
MURCHISON OIL & GAS INC	ONRR - Royalties	Oil	$272,149.85 		
MURCHISON OIL & GAS INC	ONRR/BLM - Rents	Oil & Gas	$720.00 		
MURFIN DRILLING CO	ONRR/BLM - Bonus	Oil & Gas	$2,880.00 		
MURFIN DRILLING CO	ONRR/BLM - Rents	Oil & Gas	$109,881.00 		
MURPHY OIL USA INC	ONRR - Inspection Fees	Oil & Gas	$110,500.00 		
MURPHY OIL USA INC	ONRR - Other Revenues	N/A	$342.61 		
MURPHY OIL USA INC	ONRR - Other Revenues	Oil & Gas	($1,448,795.11)		
MURPHY OIL USA INC	ONRR - Royalties	Gas	$1,952,359.20 		
MURPHY OIL USA INC	ONRR - Royalties	Oil	$17,752,682.29 		
MURPHY OIL USA INC	ONRR/BLM - Bonus	Oil & Gas	$1,025,615.00 		
MURPHY OIL USA INC	ONRR/BLM - Rents	Oil & Gas	$2,600,933.00 		
MURRAY ENERGY CORP	ONRR - Royalties	Coal	Withheld		
MURRAY ENERGY CORP	ONRR/BLM - Rents	Coal	Withheld		
MURRAY ENERGY CORP	OSMRE - AML Fees including Audits and Late Charges 	Coal	$5,147,317.68 		
MUSTANG ENERGY RESOURCES LLC	BLM - Permit Fees	Oil & Gas	$8,150.00 		
MUSTANG ENERGY RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	$30,118.06 		
MUSTANG ENERGY RESOURCES LLC	ONRR - Royalties	Gas	$1,590,530.51 		
MUSTANG ENERGY RESOURCES LLC	ONRR - Royalties	Oil	$143,323.47 		
MUSTANG ENERGY RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	$78,333.50 		
MYCO INDUSTRIES INC	ONRR - Other Revenues	Oil & Gas	$953.11 		
MYCO INDUSTRIES INC	ONRR - Royalties	Gas	$176,229.49 		
MYCO INDUSTRIES INC	ONRR - Royalties	Oil	$60,528.67 		
NALLY & HAMILTON ENTERPRISES I	OSMRE - AML Fees including Audits and Late Charges 	Coal	$249,744.18 		
NATIONAL CHLORIDE CO	BLM - Permit Fees	Locatable Minerals	$143,075.00 		
NATIONAL FUEL CORP	ONRR - Other Revenues	Oil & Gas	$3,421.56 		
NATIONAL FUEL CORP	ONRR - Royalties	Gas	$192,124.96 		
NATIONAL FUEL CORP	ONRR - Royalties	Oil	$1,341.12 		
NATIONAL FUEL CORP	ONRR/BLM - Rents	Oil & Gas	$2,120.00 		
NATIONAL FUEL GAS CO	ONRR - Other Revenues	Oil & Gas	$1,920.44 		
NATIONAL FUEL GAS CO	ONRR - Royalties	Gas	$124,660.47 		
NATIONAL FUEL GAS CO	ONRR - Royalties	Oil	$974,510.11 		
NATURAL SODA INC	ONRR - Other Revenues	Other Commodities	Withheld		
NATURAL SODA INC	ONRR - Royalties	Other Commodities	Withheld		
NATURAL SODA INC	ONRR/BLM - Rents	Other Commodities	Withheld		
NAVAJO TRANSITIONAL ENERGY CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$1,277,872.96 		
NAVIGATION POWDER RIVER LLC	BLM - Permit Fees	Oil & Gas	$221,890.00 		
NAVIGATION POWDER RIVER LLC	ONRR - Other Revenues	Oil & Gas	$1,366.00 		
NAVIGATION POWDER RIVER LLC	ONRR/BLM - Bonus	Oil & Gas	$39,086,057.00 		
NAVIGATION POWDER RIVER LLC	ONRR/BLM - Rents	Oil & Gas	$24,768.00 		
NEARBURG PRODUCING CO	ONRR - Other Revenues	Oil & Gas	($293,764.34)		
NEARBURG PRODUCING CO	ONRR - Royalties	Gas	$178,657.99 		
NEARBURG PRODUCING CO	ONRR - Royalties	Oil	$969,803.42 		
NEARBURG PRODUCING CO	ONRR/BLM - Rents	Oil & Gas	$6,364.00 		
NEVADA ALASKA MINING CO INC	BLM - Permit Fees	Locatable Minerals	$122,659.00 		
NEVADA NORTH RESOURCES (USA) INC	BLM - Permit Fees	Locatable Minerals	$105,865.00 		
NEVADA ROYALTY CORP	BLM - Permit Fees	Locatable Minerals	$171,430.00 		
NEVADA SELECT ROYALTY INC	BLM - Permit Fees	Locatable Minerals	$177,008.00 		
NEW MEXICO SALT & MINERALS CORP	ONRR - Other Revenues	Other Commodities	Withheld		
NEW MEXICO SALT & MINERALS CORP	ONRR - Royalties	Other Commodities	Withheld		
NEW MEXICO SALT & MINERALS CORP	ONRR/BLM - Rents	Other Commodities	Withheld		
NEWFIELD EXPLORATION CO	BLM - Permit Fees	Oil & Gas	$407,630.00 		
NEWFIELD EXPLORATION CO	ONRR - Other Revenues	N/A	$2,430.00 		
NEWFIELD EXPLORATION CO	ONRR - Other Revenues	Oil & Gas	$1,192,514.14 		
NEWFIELD EXPLORATION CO	ONRR - Royalties	Gas	$2,157,340.80 		
NEWFIELD EXPLORATION CO	ONRR - Royalties	Oil	$29,724,536.36 		
NEWFIELD EXPLORATION CO	ONRR/BLM - Rents	Oil & Gas	$10,187.00 		
NEWMONT MINING CORP	BLM - Permit Fees	Locatable Minerals	$3,320,045.00 		
NEWWOODS PETROLEUM LLC	ONRR - Other Revenues	Oil & Gas	($68,650.53)		
NEWWOODS PETROLEUM LLC	ONRR - Royalties	Gas	$5,037.48 		
NEWWOODS PETROLEUM LLC	ONRR - Royalties	Oil	$1,257,378.37 		
NEXEN PETROLEUM USA INC	ONRR - Other Revenues	Oil & Gas	$12,728.47 		
NEXEN PETROLEUM USA INC	ONRR - Royalties	Gas	$2,930,676.08 		
NEXEN PETROLEUM USA INC	ONRR - Royalties	Oil	$2,852,008.82 		
NFU WYOMING LLC	BLM - Permit Fees	Locatable Minerals	$123,314.00 		
NGP ENERGY CAPITAL MANAGEMENT LLC	ONRR - Other Revenues	Oil & Gas	$24,699.48 		
NGP ENERGY CAPITAL MANAGEMENT LLC	ONRR - Royalties	Gas	$55,772.43 		
NGP ENERGY CAPITAL MANAGEMENT LLC	ONRR - Royalties	Oil	$1,524,816.32 		
NGP ENERGY CAPITAL MANAGEMENT LLC	ONRR/BLM - Rents	Oil & Gas	$4,221.00 		
NOBLE ENERGY INC	BLM - Permit Fees	Oil & Gas	$2,000.00 		
NOBLE ENERGY INC	ONRR - Inspection Fees	Oil & Gas	$92,500.00 		
NOBLE ENERGY INC	ONRR - Other Revenues	N/A	$2,321.76 		
NOBLE ENERGY INC	ONRR - Other Revenues	Oil & Gas	($3,043,531.05)		
NOBLE ENERGY INC	ONRR - Royalties	Gas	$1,840,898.02 		
NOBLE ENERGY INC	ONRR - Royalties	Oil	$34,026,033.32 		
NOBLE ENERGY INC	ONRR/BLM - Rents	Oil & Gas	$2,897,475.50 		
NOEX ENERGY INC	ONRR - Other Revenues	Oil & Gas	$169,036.60 		
NOEX ENERGY INC	ONRR - Royalties	Gas	$148,009.38 		
NOEX ENERGY INC	ONRR - Royalties	Oil	$3,940,487.00 		
NORTH AMERICAN COAL CORP	BLM - Permit Fees	Coal	$60,143.50 		
NORTH AMERICAN COAL CORP	ONRR - Royalties	Coal	Withheld		
NORTH AMERICAN COAL CORP	ONRR/BLM - Rents	Coal	Withheld		
NORTH AMERICAN COAL CORP	OSMRE - AML Fees including Audits and Late Charges 	Coal	$2,478,171.00 		
NORTH FINN LLC	ONRR - Royalties	Gas	$9,563.63 		
NORTH FINN LLC	ONRR - Royalties	Oil	$99,222.50 		
NORTH FINN LLC	ONRR/BLM - Rents	Oil & Gas	$312.00 		
NORTHERN CA POWER AGENCY	ONRR - Royalties	Geothermal	$1,360,760.00 		
NORTHSTAR OFFSHORE GROUP LLC	ONRR - Other Revenues	Oil & Gas	$13,152.95 		
NORTHSTAR OFFSHORE GROUP LLC	ONRR - Royalties	Gas	$850,314.10 		
NORTHSTAR OFFSHORE GROUP LLC	ONRR - Royalties	Oil	$1,761,173.62 		
NORTHSTAR OFFSHORE GROUP LLC	ONRR/BLM - Rents	Oil & Gas	$63,758.00 		
NORTHWESTERN ENERGY	ONRR - Other Revenues	Oil & Gas	$66,037.67 		
NORTHWESTERN ENERGY	ONRR - Royalties	Gas	$197,504.37 		
NORTHWESTERN ENERGY	ONRR/BLM - Rents	Oil & Gas	$9,234.00 		
NP RESOURCES LLC	BLM - Permit Fees	Oil & Gas	$1,380.00 		
NP RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	$2,538.00 		
NP RESOURCES LLC	ONRR - Royalties	Gas	$192,555.83 		
NP RESOURCES LLC	ONRR - Royalties	Oil	$1,341,959.75 		
NP RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	$7,993.50 		
NUCOR ENERGY HOLDINGS INC	ONRR - Other Revenues	Oil & Gas	($30,298.61)		
NUCOR ENERGY HOLDINGS INC	ONRR - Royalties	Gas	$3,047,933.25 		
NUCOR ENERGY HOLDINGS INC	ONRR - Royalties	Oil	$4,202.34 		
NULEGACY GOLD CORP	BLM - Permit Fees	Locatable Minerals	$231,345.00 		
NU-WEST INDUSTRIES INC	ONRR - Other Revenues	Other Commodities	Withheld		
NU-WEST INDUSTRIES INC	ONRR - Royalties	Other Commodities	Withheld		
NU-WEST INDUSTRIES INC	ONRR/BLM - Bonus	Other Commodities	Withheld		
NU-WEST INDUSTRIES INC	ONRR/BLM - Rents	Other Commodities	Withheld		
NV GOLD CORPORATION (USA)	BLM - Permit Fees	Locatable Minerals	$362,934.00 		
OASIS PETROLEUM NORTH AMERICA LLC	BLM - Permit Fees	Oil & Gas	$131,565.00 		
OASIS PETROLEUM NORTH AMERICA LLC	ONRR - Other Revenues	N/A	$679.00 		
OASIS PETROLEUM NORTH AMERICA LLC	ONRR - Other Revenues	Oil & Gas	$54,165.20 		
OASIS PETROLEUM NORTH AMERICA LLC	ONRR - Royalties	Gas	$381,285.02 		
OASIS PETROLEUM NORTH AMERICA LLC	ONRR - Royalties	Oil	$4,581,760.66 		
OASIS PETROLEUM NORTH AMERICA LLC	ONRR/BLM - Rents	Oil & Gas	$19,528.00 		
OCI WYOMING LP	ONRR - Other Revenues	Sodium	($23,805.00)		
OCI WYOMING LP	ONRR - Royalties	Other Commodities	$11,585,491.62 		
OCI WYOMING LP	ONRR/BLM - Bonus	Sodium	$975,000.00 		
OMEGA SURFACE MINING LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$130,527.72 		
OMIMEX RESOURCES INC	ONRR - Other Revenues	Oil & Gas	$31,323.32 		
OMIMEX RESOURCES INC	ONRR - Royalties	Gas	$382,247.85 		
OMIMEX RESOURCES INC	ONRR - Royalties	Oil	$49,098.75 		
OMIMEX RESOURCES INC	ONRR - Royalties	Other Commodities	$4,474.58 		
OMIMEX RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	$3,968.50 		
ONE PRODUCT AND ONE MINE (TOTAL OF WITHHELD)	ONRR - Other Revenues	Coal	($287,699.59)		
ONE PRODUCT AND ONE MINE (TOTAL OF WITHHELD)	ONRR - Other Revenues	Other Commodities	$47,092.91 		
ONE PRODUCT AND ONE MINE (TOTAL OF WITHHELD)	ONRR - Royalties	Coal	$28,642,495.77 		
ONE PRODUCT AND ONE MINE (TOTAL OF WITHHELD)	ONRR - Royalties	Other Commodities	$14,135,200.68 		
ONE PRODUCT AND ONE MINE (TOTAL OF WITHHELD)	ONRR/BLM - Bonus	Coal	$1,278,000.00 		
ONE PRODUCT AND ONE MINE (TOTAL OF WITHHELD)	ONRR/BLM - Bonus	Other Commodities	$2,296,071.00 		
ONE PRODUCT AND ONE MINE (TOTAL OF WITHHELD)	ONRR/BLM - Rents	Coal	$143,754.00 		
ONE PRODUCT AND ONE MINE (TOTAL OF WITHHELD)	ONRR/BLM - Rents	Other Commodities	$69,355.00 		
OPAL RESOURCES II LC	ONRR/BLM - Bonus	Oil & Gas	$120,250.00 		
OPAL RESOURCES II LC	ONRR/BLM - Rents	Oil & Gas	$721.50 		
ORMAT NEVADA INC	BLM - Permit Fees	Geothermal   	$5,678.24 		
ORMAT NEVADA INC	ONRR - Other Revenues	Geothermal	$77,628.12 		
ORMAT NEVADA INC	ONRR - Other Revenues	N/A	$2,504.90 		
ORMAT NEVADA INC	ONRR - Other Revenues	Oil & Gas	$2,562.00 		
ORMAT NEVADA INC	ONRR - Royalties	Geothermal	$1,949,701.75 		
ORMAT NEVADA INC	ONRR/BLM - Bonus	Geothermal	$98,580.00 		
ORMAT NEVADA INC	ONRR/BLM - Rents	Geothermal	$842,145.87 		
OXBOW ENERGY CORP	ONRR - Other Revenues	Oil & Gas	$24,223.64 		
OXBOW ENERGY CORP	ONRR - Royalties	Gas	$188,566.65 		
OXBOW ENERGY CORP	ONRR/BLM - Rents	Oil & Gas	$61,210.88 		
OXFORD MINING CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$661,497.12 		
OXY USA INC	BLM - Permit Fees	Oil & Gas	$1,016,485.00 		
OXY USA INC	ONRR - Other Revenues	N/A	($531.89)		
OXY USA INC	ONRR - Other Revenues	Oil & Gas	$319,110.46 		
OXY USA INC	ONRR - Royalties	Gas	$16,306,034.48 		
OXY USA INC	ONRR - Royalties	Oil	$43,274,905.17 		
OXY USA INC	ONRR - Royalties	Other Commodities	$861,353.49 		
OXY USA INC	ONRR/BLM - Rents	Oil & Gas	$150,321.63 		
P4 PRODUCTION LLC	ONRR - Other Revenues	Other Commodities	Withheld		
P4 PRODUCTION LLC	ONRR - Royalties	Other Commodities	Withheld		
PACER ENERGY ACQUISITIONS LLC	BLM - Permit Fees	Oil & Gas	$960.00 		
PACER ENERGY ACQUISITIONS LLC	ONRR/BLM - Bonus	Oil & Gas	$1,048,015.00 		
PACER ENERGY ACQUISITIONS LLC	ONRR/BLM - Rents	Oil & Gas	$4,756.50 		
PACER ENERGY, LLC	ONRR/BLM - Bonus	Oil & Gas	$434,050.00 		
PACER ENERGY, LLC	ONRR/BLM - Rents	Oil & Gas	$17,352.00 		
PACIFIC ENERGY & MINING CO	BLM - Permit Fees	Oil & Gas	$690.00 		
PACIFIC OPERATORS OFFSHORE LLC	ONRR - Civil Penalties	N/A	$0.03 		
PACIFIC OPERATORS OFFSHORE LLC	ONRR - Inspection Fees	Oil & Gas	$100,258.26 		
PACIFIC OPERATORS OFFSHORE LLC	ONRR - Other Revenues	N/A	$774.95 		
PACIFIC OPERATORS OFFSHORE LLC	ONRR - Other Revenues	Oil & Gas	$7,541.13 		
PACIFIC OPERATORS OFFSHORE LLC	ONRR - Royalties	Gas	$73,639.29 		
PACIFIC OPERATORS OFFSHORE LLC	ONRR - Royalties	Oil	$1,250,067.59 		
PAR FIVE EXPLORATION LLC	BLM - Permit Fees	Oil & Gas	$11,960.00 		
PAR FIVE EXPLORATION LLC	ONRR/BLM - Bonus	Oil & Gas	$110,263.00 		
PAR FIVE EXPLORATION LLC	ONRR/BLM - Rents	Oil & Gas	$6,264.00 		
PAR MINERALS CORP	ONRR - Other Revenues	N/A	($1,683.74)		
PAR MINERALS CORP	ONRR - Other Revenues	Oil & Gas	$0.01 		
PAR MINERALS CORP	ONRR - Royalties	Gas	$108,821.83 		
PAR MINERALS CORP	ONRR - Royalties	Oil	$59,755.36 		
PAR PETROLEUM CORP	ONRR - Other Revenues	Oil & Gas	$312,217.94 		
PAR PETROLEUM CORP	ONRR - Royalties	Gas	$214,115.21 		
PAR PETROLEUM CORP	ONRR - Royalties	Oil	($5,647.67)		
PARADIGM MINERALS USA CORP	BLM - Permit Fees	Locatable Minerals	$120,925.00 		
PEABODY ENERGY CORP	ONRR - Other Revenues	Oil & Gas	$3,785.00 		
PEABODY ENERGY CORP	ONRR - Royalties	Coal	$189,279,538.25 		
PEABODY ENERGY CORP	ONRR - Royalties	Gas	$1,369.23 		
PEABODY ENERGY CORP	ONRR - Royalties	Oil	$15,189.81 		
PEABODY ENERGY CORP	ONRR/BLM - Bonus	Coal	$493,376.00 		
PEABODY ENERGY CORP	ONRR/BLM - Rents	Coal	$136,265.82 		
PEABODY ENERGY CORP	OSMRE - AML Fees including Audits and Late Charges 	Coal	$42,272,501.80 		
PEAK MINERALS INC	BLM - Permit Fees	Mineral Materials	$40,000.00 		
PEAK MINERALS INC	ONRR - Other Revenues	Potassium	$287,457.00 		
PEAK POWDER RIVER RESOURCES LLC	BLM - Permit Fees	Oil & Gas	$262,300.00 		
PEAK POWDER RIVER RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	$7,852.37 		
PEAK POWDER RIVER RESOURCES LLC	ONRR - Royalties	Gas	$764,438.25 		
PEAK POWDER RIVER RESOURCES LLC	ONRR - Royalties	Oil	$3,593,192.91 		
PEAK POWDER RIVER RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	$19,955,000.00 		
PEAK POWDER RIVER RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	$22,688.00 		
PEAKE LAND SERVICES LLC	BLM - Permit Fees	Locatable Minerals	$125,240.00 		
PEDIMENT GOLD LLC	BLM - Permit Fees	Locatable Minerals	$205,635.00 		
PENROC OIL CORP	BLM - Permit Fees	Oil & Gas	$1,680.00 		
PENROC OIL CORP	ONRR - Other Revenues	Oil & Gas	$698.91 		
PENROC OIL CORP	ONRR - Royalties	Gas	$21,554.69 		
PENROC OIL CORP	ONRR - Royalties	Oil	$110,494.55 		
PENROC OIL CORP	ONRR/BLM - Rents	Oil & Gas	$160.00 		
PERCHERON PROFESSIONAL SERVICE	ONRR/BLM - Bonus	Oil & Gas	$2,217,503.00 		
PERCHERON PROFESSIONAL SERVICE	ONRR/BLM - Rents	Oil & Gas	$3,019.50 		
PERCUSSION PETROLEUM OPERATING LLC	BLM - Permit Fees	Oil & Gas	$221,240.00 		
PERCUSSION PETROLEUM OPERATING LLC	ONRR - Other Revenues	Oil & Gas	$56,084.56 		
PERCUSSION PETROLEUM OPERATING LLC	ONRR - Royalties	Gas	$109,237.47 		
PERCUSSION PETROLEUM OPERATING LLC	ONRR - Royalties	Oil	$206,730.51 		
PERCUSSION PETROLEUM OPERATING LLC	ONRR/BLM - Rents	Oil & Gas	$240.00 		
PEREGRINE OIL & GAS LP	ONRR - Inspection Fees	Oil & Gas	$218,500.00 		
PEREGRINE OIL & GAS LP	ONRR - Other Revenues	N/A	$520.08 		
PEREGRINE OIL & GAS LP	ONRR - Other Revenues	Oil & Gas	($681,643.04)		
PEREGRINE OIL & GAS LP	ONRR - Royalties	Gas	$804,635.37 		
PEREGRINE OIL & GAS LP	ONRR - Royalties	Oil	$2,811,637.49 		
PEREGRINE OIL & GAS LP	ONRR/BLM - Bonus	Oil & Gas	$145,000.00 		
PEREGRINE OIL & GAS LP	ONRR/BLM - Rents	Oil & Gas	$267,846.34 		
PEREGRINE PETROLEUM PARTNERS LTD	ONRR - Royalties	Gas	$113,644.05 		
PEREGRINE PETROLEUM PARTNERS LTD	ONRR - Royalties	Oil	$149,738.81 		
PERRY COUNTY COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$153,197.03 		
PERSHING GOLD CORP	BLM - Permit Fees	Locatable Minerals	$134,230.00 		
PETE LIEN & SONS INC	BLM - Permit Fees	Locatable Minerals	$95,198.00 		
PETE LIEN & SONS INC	BLM - Permit Fees	Mineral Materials	$14,491.77 		
PETRO HARVESTER LLC	ONRR - Other Revenues	Oil & Gas	$2,728.65 		
PETRO HARVESTER LLC	ONRR - Royalties	Gas	$25,181.00 		
PETRO HARVESTER LLC	ONRR - Royalties	Oil	$609,612.10 		
PETRO HARVESTER LLC	ONRR/BLM - Rents	Oil & Gas	$11,704.00 		
PETROBRAS AMERICA INC	ONRR - Other Revenues	Oil & Gas	($34,960.99)		
PETROBRAS AMERICA INC	ONRR - Royalties	Gas	$436,704.95 		
PETROBRAS AMERICA INC	ONRR - Royalties	Oil	$2,234,020.55 		
PETROBRAS AMERICA INC	ONRR/BLM - Rents	Oil & Gas	$530,040.00 		
PETRO-HUNT LLC	BLM - Permit Fees	Oil & Gas	$222,705.00 		
PETRO-HUNT LLC	ONRR - Other Revenues	Oil & Gas	$130,549.72 		
PETRO-HUNT LLC	ONRR - Royalties	Gas	$599,341.68 		
PETRO-HUNT LLC	ONRR - Royalties	Oil	$5,960,186.61 		
PETRO-HUNT LLC	ONRR/BLM - Rents	Oil & Gas	$357,212.50 		
PETROQUEST ENERGY LLC	ONRR - Inspection Fees	Oil & Gas	$356,700.00 		
PETROQUEST ENERGY LLC	ONRR - Other Revenues	N/A	$243.00 		
PETROQUEST ENERGY LLC	ONRR - Other Revenues	Oil & Gas	$418,140.91 		
PETROQUEST ENERGY LLC	ONRR - Royalties	Gas	$1,571,953.85 		
PETROQUEST ENERGY LLC	ONRR - Royalties	Oil	$783,926.33 		
PETROQUEST ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	$19,716.00 		
PETROX RESOURCES INC	BLM - Permit Fees	Oil & Gas	$9,610.00 		
PETROX RESOURCES INC	ONRR - Other Revenues	Oil & Gas	$97,321.66 		
PETROX RESOURCES INC	ONRR - Royalties	Gas	$285,477.62 		
PETROX RESOURCES INC	ONRR/BLM - Bonus	Oil & Gas	$19,360.00 		
PETROX RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	$1,320.00 		
PHILLIPS 66 CO	ONRR - Other Revenues	N/A	$243.00 		
PHILLIPS 66 CO	ONRR - Royalties	Oil	$3,260,381.12 		
PHOENIX CEMENT CO	BLM - Permit Fees	Locatable Minerals	$165,383.00 		
PHOENIX HYDROCARBONS OPERATING CORP	ONRR - Other Revenues	Oil & Gas	$10,445.05 		
PHOENIX HYDROCARBONS OPERATING CORP	ONRR - Royalties	Gas	$167,313.51 		
PHOENIX HYDROCARBONS OPERATING CORP	ONRR - Royalties	Oil	$819.22 		
PICEANCE ENERGY LLC	ONRR - Other Revenues	Oil & Gas	$203,616.70 		
PICEANCE ENERGY LLC	ONRR - Royalties	Gas	$5,332,395.83 		
PICEANCE ENERGY LLC	ONRR - Royalties	Oil	$365,387.41 		
PICEANCE ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	$69,439.92 		
PICKET PIN RESOURCES LLC	BLM - Permit Fees	Locatable Minerals	$101,122.00 		
PILOT GOLD USA INC	BLM - Permit Fees	Locatable Minerals	$348,556.00 		
PINE HAVEN RESOURCES LLC	BLM - Permit Fees	Oil & Gas	$11,645.00 		
PINE HAVEN RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	$463,734.00 		
PINE HAVEN RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	$20,916.00 		
PINEDALE ENERGY INC	ONRR - Other Revenues	Oil & Gas	$3,308,600.00 		
PINEDALE ENERGY INC	ONRR - Royalties	Gas	$126,673.73 		
PINSON MINING CO	BLM - Permit Fees	Locatable Minerals	$104,005.00 		
PIONEER NATURAL RESOURCES USA INC	ONRR - Other Revenues	Oil & Gas	$30,949.39 		
PIONEER NATURAL RESOURCES USA INC	ONRR - Royalties	Gas	$504,090.68 		
PIONEER NATURAL RESOURCES USA INC	ONRR/BLM - Rents	Oil & Gas	$5,552.00 		
PITTSTON NEVADA GOLD CO LTD	BLM - Permit Fees	Locatable Minerals	$153,840.00 		
PLAINS ALL AMERICAN PIPELINE LP	ONRR - Other Revenues	Oil & Gas	$199.27 		
PLAINS ALL AMERICAN PIPELINE LP	ONRR - Royalties	Gas	$29,762.53 		
PLAINS ALL AMERICAN PIPELINE LP	ONRR - Royalties	Oil	$4,151,288.03 		
PLATEAU VENTURES LLC	BLM - Permit Fees	Locatable Minerals	$830,210.00 		
POC-I LLC	ONRR - Other Revenues	Oil & Gas	$1,203.44 		
POC-I LLC	ONRR - Royalties	Gas	$3,061.82 		
POC-I LLC	ONRR - Royalties	Oil	$444,085.16 		
POGO OIL AND GAS OPERATING INC	ONRR - Royalties	Gas	$12,332.39 		
POGO OIL AND GAS OPERATING INC	ONRR - Royalties	Oil	$118,527.22 		
POGO OIL AND GAS OPERATING INC	ONRR/BLM - Rents	Oil & Gas	$80.00 		
PORTABLE AGGREGATE PRODUCERS LLC	BLM - Permit Fees	Mineral Materials	$350,725.35 		
POWER RESOURCES INC	BLM - Permit Fees	Locatable Minerals	$494,605.00 		
POWERTECH (USA) INC	BLM - Permit Fees	Locatable Minerals	$130,045.00 		
PRAIRIE STATE GENERATING CO LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	$711,569.04 		
PREMIER OIL AND GAS INC	ONRR - Royalties	Gas	$380,683.19 		
PRIMA EXPLORATION INC	ONRR - Other Revenues	Oil & Gas	$1,756.77 		
PRIMA EXPLORATION INC	ONRR - Royalties	Gas	$9,332.31 		
PRIMA EXPLORATION INC	ONRR - Royalties	Oil	$19,281.74 		
PRIMA EXPLORATION INC	ONRR/BLM - Bonus	Oil & Gas	$263,175.00 		
PRIMA EXPLORATION INC	ONRR/BLM - Rents	Oil & Gas	$11,511.50 		
PRODUCTION GATHERING CO LP	ONRR - Other Revenues	Oil & Gas	$623.08 		
PRODUCTION GATHERING CO LP	ONRR - Royalties	Gas	$312,571.91 		
PUBLIC SERVICE CO OF CO NG GRP	ONRR - Other Revenues	Oil & Gas	$103,265.76 		
PURE ENERGY MINERALS LIMITED	BLM - Permit Fees	Locatable Minerals	$107,004.00 		
PYRAMID CONSTRUCTION AND AGGREGATES INC	BLM - Permit Fees	Mineral Materials	$252,254.33 		
QEP RESOURCES CO	BLM - Permit Fees	Oil & Gas	$233,560.00 		
QEP RESOURCES CO	ONRR - Other Revenues	Oil & Gas	($3,818,253.02)		
QEP RESOURCES CO	ONRR - Royalties	Gas	$26,523,406.79 		
QEP RESOURCES CO	ONRR - Royalties	Oil	$14,018,022.98 		
QEP RESOURCES CO	ONRR/BLM - Bonus	Oil & Gas	$414,420.00 		
QEP RESOURCES CO	ONRR/BLM - Rents	Oil & Gas	$231,549.00 		
QUANTUM BIT LLC	BLM - Permit Fees	Locatable Minerals	$242,736.00 		
QUANTUM ENERGY LLC	ONRR - Royalties	Oil	$1,913,038.26 		
QUANTUM ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	$310.00 		
