Company	Revenue Type	Commodity	Revenue	
QEP RESOURCES INC	BLM - Permit Fees	Oil & Gas	234205	
QEP RESOURCES INC	ONRR - Other Revenues	N/A	729	
QEP RESOURCES INC	ONRR - Other Revenues	Oil & Gas	85909.38	
QEP RESOURCES INC	ONRR - Royalties	Gas	6218432.54	
QEP RESOURCES INC	ONRR - Royalties	Oil	8661783.79	
QEP RESOURCES INC	ONRR/BLM - Bonus	Oil & Gas	-1465712	
QEP RESOURCES INC	ONRR/BLM - Rents	Oil & Gas	85247.7	
QUANTUM BIT LLC	BLM - Permit Fees	Locatable Minerals	132370	
QUARLES & BRADY LLP	BLM - Permit Fees	Locatable Minerals	255595	
QUARRY 187 FBO/ GORNOWICH SAND & GRAVEL	BLM - Permit Fees	Mineral Materials	216420.31	
QUARRY 187 LLC	BLM - Permit Fees	Mineral Materials	184231.71	
QX METALS CORP	BLM - Permit Fees	Locatable Minerals	37510	
QX METALS CORP	ONRR - Other Revenues	Geothermal	1587.24	
QX METALS CORP	ONRR - Other Revenues	N/A	436	
QX METALS CORP	ONRR - Royalties	Geothermal	132304.29	
QX METALS CORP	ONRR/BLM - Rents	Geothermal	19810	
R & R ROYALTY LTD	BLM - Permit Fees	Oil & Gas	800	
R & R ROYALTY LTD	ONRR - Other Revenues	Oil & Gas	313.71	
R & R ROYALTY LTD	ONRR - Royalties	Oil	5640	
R & R ROYALTY LTD	ONRR/BLM - Bonus	Oil & Gas	466750	
R & R ROYALTY LTD	ONRR/BLM - Rents	Oil & Gas	873003	
RAMACO RESOURCES LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	210676.81	
RANGEFRONT GEOLOGICAL	BLM - Permit Fees	Locatable Minerals	277479	
RANGEFRONT GEOLOGICAL	BLM - Permit Fees	Other Leasable Minerals	454.8	
RASCAL LITHIUM LLC	BLM - Permit Fees	Locatable Minerals	354454	
RAVEN CREST MINERALS LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	146036.64	
RDL EXCAVATION & CONSTRUCTION LLC	BLM - Permit Fees	Mineral Materials	154160	
RE/MAX HOLDINGS INC	ONRR - Other Revenues	Oil & Gas	595	
RE/MAX HOLDINGS INC	ONRR - Royalties	Gas	1957.04	
RE/MAX HOLDINGS INC	ONRR - Royalties	Oil	3309078.59	
READ & STEVENS INC	ONRR - Other Revenues	Oil & Gas	13127.17	
READ & STEVENS INC	ONRR - Royalties	Gas	330939.09	
READ & STEVENS INC	ONRR - Royalties	Oil	1214936.22	
READ & STEVENS INC	ONRR/BLM - Rents	Oil & Gas	21130	
READING ANTHRACITE CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	109564.06	
REBELLION ENERGY LLC	BLM - Permit Fees	Oil & Gas	5510	
REBELLION ENERGY LLC	ONRR - Royalties	Gas	61.48	
REBELLION ENERGY LLC	ONRR/BLM - Bonus	Oil & Gas	300520	
REBELLION ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	60	
RED MOUNTAIN MINING INC	BLM - Permit Fees	Mineral Materials	300248.36	
RED RIVER COAL CO INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	141571.88	
RED ROCK EXPLORATION INC	BLM - Permit Fees	Locatable Minerals	402158	
"REES'S ENTERPRISE"	BLM - Permit Fees	Mineral Materials	178548.21	
REGENERATION ENERGY CORP	ONRR - Other Revenues	Oil & Gas	3130.75	
REGENERATION ENERGY CORP	ONRR - Royalties	Gas	176164.91	
RENAISSANCE EXPLORATION INC	BLM - Permit Fees	Locatable Minerals	274405	
RENAISSANCE OFFSHORE LLC	ONRR - Inspection Fees	Oil & Gas	488800	
RENAISSANCE OFFSHORE LLC	ONRR - Other Revenues	Oil & Gas	793683.25	
RENAISSANCE OFFSHORE LLC	ONRR - Royalties	Gas	2460626	
RENAISSANCE OFFSHORE LLC	ONRR - Royalties	Oil	23524408	
RENAISSANCE OFFSHORE LLC	ONRR/BLM - Bonus	Oil & Gas	128500	
RENAISSANCE OFFSHORE LLC	ONRR/BLM - Rents	Oil & Gas	37610	
RENNTIGER RESOURCES LTD	BLM - Permit Fees	Locatable Minerals	148945	
REPSOL S.A.	BLM - Permit Fees	Oil & Gas	4615	
REPSOL S.A.	ONRR - Royalties	Gas	1058610.05	
REPSOL S.A.	ONRR - Royalties	Oil	37539787.62	
REPSOL S.A.	ONRR/BLM - Rents	Oil & Gas	1602354	
REPUBLIC ENERGY LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	738223.04	
RES COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	165571.05	
RESOLUTE ENERGY CORP	ONRR - Other Revenues	N/A	729	
RESOLUTE ENERGY CORP	ONRR - Royalties	Gas	136.84	
RESOLUTE ENERGY CORP	ONRR - Royalties	Oil	141922.78	
RESOLUTE ENERGY CORP	ONRR/BLM - Rents	Oil & Gas	240	
RESOLUTION COPPER COMPANY	BLM - Permit Fees	Locatable Minerals	158445	
RESOLUTION COPPER MINING	BLM - Permit Fees	Locatable Minerals	259780	
RETAMCO OPERATING INC	BLM - Permit Fees	Oil & Gas	325	
RETAMCO OPERATING INC	ONRR - Other Revenues	N/A	436	
RETAMCO OPERATING INC	ONRR - Other Revenues	Oil & Gas	1326.33	
RETAMCO OPERATING INC	ONRR - Royalties	Gas	-9784.03	
RETAMCO OPERATING INC	ONRR - Royalties	Oil	-6476.39	
RETAMCO OPERATING INC	ONRR/BLM - Bonus	Oil & Gas	22691	
RETAMCO OPERATING INC	ONRR/BLM - Rents	Oil & Gas	110282	
REVELATION ENERGY LLC	ONRR - Other Revenues	Coal	480.15	
REVELATION ENERGY LLC	ONRR - Royalties	Coal	198839.22	
REVELATION ENERGY LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	521768.97	
REVELATION ENERGY RESOURCES LLC	ONRR - Other Revenues	Coal	38848.07	
REVELATION ENERGY RESOURCES LLC	ONRR - Other Revenues	N/A	1744	
REVELATION ENERGY RESOURCES LLC	ONRR - Royalties	Coal	20991051.11	
REVIVAL GOLD INC.	BLM - Permit Fees	Locatable Minerals	123070	
RHINO RESOURCE PARTNERS LP	ONRR - Royalties	Coal	2009244.18	
RHINO RESOURCE PARTNERS LP	ONRR/BLM - Rents	Coal	24588	
RICE CONSTRUCTION CO	BLM - Permit Fees	Mineral Materials	132130.75	
RICHARDSON OPERATING CO	ONRR - Other Revenues	Oil & Gas	27308.61	
RICHARDSON OPERATING CO	ONRR - Royalties	Gas	367027.85	
RICHARDSON OPERATING CO	ONRR - Royalties	Oil	1068045.49	
RICHARDSON OPERATING CO	ONRR/BLM - Bonus	Oil & Gas	22960	
RICHARDSON OPERATING CO	ONRR/BLM - Rents	Oil & Gas	24480.75	
RIDGELAKE ENERGY INC	ONRR - Inspection Fees	Oil & Gas	95500	
RIDGELAKE ENERGY INC	ONRR - Other Revenues	Oil & Gas	101.65	
RIDGELAKE ENERGY INC	ONRR - Royalties	Gas	40236.22	
RIDGELAKE ENERGY INC	ONRR - Royalties	Oil	2342312.37	
RIDGELAKE ENERGY INC	ONRR/BLM - Rents	Oil & Gas	60	
RIDGEWOOD ENERGY CORP	ONRR - Other Revenues	Oil & Gas	1676582.81	
RIDGEWOOD ENERGY CORP	ONRR - Royalties	Gas	981626.01	
RIDGEWOOD ENERGY CORP	ONRR - Royalties	Oil	19078219.3	
RIDGEWOOD ENERGY CORP	ONRR/BLM - Bonus	Oil & Gas	2200833	
RIDGEWOOD ENERGY CORP	ONRR/BLM - Rents	Oil & Gas	535680	
RIM OPERATING INC	ONRR - Other Revenues	N/A	486	
RIM OPERATING INC	ONRR - Other Revenues	Oil & Gas	57371.84	
RIM OPERATING INC	ONRR - Royalties	Gas	487327.53	
RIM OPERATING INC	ONRR - Royalties	Oil	605784.69	
RIM OPERATING INC	ONRR/BLM - Rents	Oil & Gas	1717	
RIMROCK OIL & GAS WILLISTON LLC	BLM - Permit Fees	Oil & Gas	231590	
RINCON LTD	ONRR - Other Revenues	Sodium	3960	
RINCON LTD	ONRR - Royalties	Other Commodities	1753323.6	
RIO FORTUNA EXPLORATION (US) INC	BLM - Permit Fees	Locatable Minerals	101060	
RIO GRANDE SILVER INC	BLM - Permit Fees	Locatable Minerals	109120	
RIO TINTO ENERGY AMERICA INC	ONRR - Other Revenues	Coal	49021.46	
RIO TINTO ENERGY AMERICA INC	ONRR - Royalties	Coal	23692625.16	
RIO TINTO ENERGY AMERICA INC	ONRR/BLM - Rents	Coal	79853	
RIO TINTO ENERGY AMERICA INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	3708625.79	
RIVER VIEW COAL LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	1106851.18	
RIVERSTONE HOLDINGS LLC	BLM - Permit Fees	Oil & Gas	391600	
RIVERSTONE HOLDINGS LLC	ONRR - Other Revenues	Oil & Gas	26641.26	
RIVERSTONE HOLDINGS LLC	ONRR - Royalties	Gas	1960.09	
RIVERSTONE HOLDINGS LLC	ONRR - Royalties	Oil	163922.25	
RIVERSTONE HOLDINGS LLC	ONRR/BLM - Rents	Oil & Gas	1066.67	
ROAM RESOURCES LLC	BLM - Permit Fees	Oil & Gas	960	
ROAM RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	192134	
ROAM RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	9163.5	
ROAN RESOURCES LLC	ONRR - Other Revenues	Oil & Gas	6398	
ROAN RESOURCES LLC	ONRR - Royalties	Gas	1023.98	
ROAN RESOURCES LLC	ONRR - Royalties	Oil	1938.57	
ROAN RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	461554	
ROAN RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	909	
ROBERT L BAYLESS PRODUCER	ONRR - Other Revenues	N/A	729	
ROBERT L BAYLESS PRODUCER	ONRR - Other Revenues	Oil & Gas	31740.12	
ROBERT L BAYLESS PRODUCER	ONRR - Royalties	Gas	566742.18	
ROBERT L BAYLESS PRODUCER	ONRR - Royalties	Oil	492049.87	
ROBERT L BAYLESS PRODUCER	ONRR/BLM - Bonus	Oil & Gas	162234	
ROBERT L BAYLESS PRODUCER	ONRR/BLM - Rents	Oil & Gas	130096	
ROBINSON NEVADA MINING CO	BLM - Permit Fees	Locatable Minerals	158632	
ROBINSON NEVADA MINING CO	BLM - Permit Fees	Mineral Materials	30665.59	
ROCKALL ENERGY	ONRR - Royalties	Gas	600.48	
ROCKALL ENERGY	ONRR - Royalties	Oil	696950.31	
ROCKCLIFF OPERATING NEW MEXICO LLC	BLM - Permit Fees	Oil & Gas	95	
ROCKCLIFF OPERATING NEW MEXICO LLC	ONRR - Other Revenues	Oil & Gas	104.91	
ROCKCLIFF OPERATING NEW MEXICO LLC	ONRR - Royalties	Gas	19605.77	
ROCKCLIFF OPERATING NEW MEXICO LLC	ONRR - Royalties	Oil	90770.83	
ROCKFORD MINING (US) CORP	BLM - Permit Fees	Locatable Minerals	1250778	
ROCKIES RESOURCES LLC	ONRR/BLM - Bonus	Oil & Gas	14250321	
ROCKIES RESOURCES LLC	ONRR/BLM - Rents	Oil & Gas	7146	
ROCKIES STANDARD OIL CO LLC	BLM - Permit Fees	Oil & Gas	2100	
ROCKIES STANDARD OIL CO LLC	ONRR - Other Revenues	Oil & Gas	2871.33	
ROCKIES STANDARD OIL CO LLC	ONRR - Royalties	Gas	10542.47	
ROCKIES STANDARD OIL CO LLC	ONRR - Royalties	Oil	907.12	
ROCKIES STANDARD OIL CO LLC	ONRR/BLM - Bonus	Oil & Gas	253410	
ROCKIES STANDARD OIL CO LLC	ONRR/BLM - Rents	Oil & Gas	112449.19	
ROCKWELL MINING LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	441131.18	
RODDY PRODUCTION CO LLC	ONRR - Other Revenues	N/A	243	
RODDY PRODUCTION CO LLC	ONRR - Other Revenues	Oil & Gas	28000.82	
RODDY PRODUCTION CO LLC	ONRR - Royalties	Gas	351481.38	
ROOSTER ENERGY LTD	ONRR - Inspection Fees	Oil & Gas	34000	
ROOSTER ENERGY LTD	ONRR - Other Revenues	Oil & Gas	-34580.55	
ROOSTER ENERGY LTD	ONRR - Royalties	Gas	1137575.02	
ROOSTER ENERGY LTD	ONRR - Royalties	Oil	143396.55	
ROSEBUD MINING CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	574690.87	
ROSEMONT COPPER CO	BLM - Permit Fees	Locatable Minerals	164920	
ROSS EXPLORATIONS INC	ONRR - Other Revenues	Oil & Gas	14070.08	
ROSS EXPLORATIONS INC	ONRR - Royalties	Gas	109113.88	
ROSS EXPLORATIONS INC	ONRR/BLM - Rents	Oil & Gas	22526	
ROUND MOUNTAIN GOLD CORP	BLM - Permit Fees	Locatable Minerals	503374	
ROYAL DUTCH SHELL PLC	ONRR - Civil Penalties	N/A	69850	
ROYAL DUTCH SHELL PLC	ONRR - Inspection Fees	Oil & Gas	2865500	
ROYAL DUTCH SHELL PLC	ONRR - Other Revenues	N/A	1452.28	
ROYAL DUTCH SHELL PLC	ONRR - Other Revenues	Oil & Gas	357068.43	
ROYAL DUTCH SHELL PLC	ONRR - Other Revenues	Sodium	6588.08	
ROYAL DUTCH SHELL PLC	ONRR - Royalties	Gas	65609269.18	
ROYAL DUTCH SHELL PLC	ONRR - Royalties	Oil	655155379.47	
ROYAL DUTCH SHELL PLC	ONRR/BLM - Bonus	Oil & Gas	19861868	
ROYAL DUTCH SHELL PLC	ONRR/BLM - Rents	Oil & Gas	9698835.85	
RUBY HILL MINING CO LLC	BLM - Permit Fees	Locatable Minerals	124465	
RYE PATCH GOLD US INC	BLM - Permit Fees	Locatable Minerals	172360	
SACRAMENTO MUNICIPAL UTILITY DISTRICT	ONRR - Other Revenues	Oil & Gas	16153.5	
SACRAMENTO MUNICIPAL UTILITY DISTRICT	ONRR - Royalties	Gas	758253.92	
SAGA PETROLEUM	BLM - Permit Fees	Locatable Minerals	45570	
SAGA PETROLEUM	BLM - Permit Fees	Oil & Gas	570	
SAGA PETROLEUM	ONRR - Other Revenues	Oil & Gas	2091.15	
SAGA PETROLEUM	ONRR - Royalties	Gas	11661.93	
SAGA PETROLEUM	ONRR - Royalties	Oil	262213.31	
SAGA PETROLEUM	ONRR/BLM - Rents	Oil & Gas	793.25	
SAMSON RESOURCES CO	BLM - Permit Fees	Mineral Materials	12921.77	
SAMSON RESOURCES CO	BLM - Permit Fees	Oil & Gas	365410	
SAMSON RESOURCES CO	ONRR - Other Revenues	N/A	1308	
SAMSON RESOURCES CO	ONRR - Other Revenues	Oil & Gas	669658.99	
SAMSON RESOURCES CO	ONRR - Royalties	Gas	3916003.35	
SAMSON RESOURCES CO	ONRR - Royalties	Oil	9508060.27	
SAMSON RESOURCES CO	ONRR/BLM - Rents	Oil & Gas	99421.5	
SAN JUAN COAL COMPANY	OSMRE - AML Fees including Audits and Late Charges 	Coal	408087.48	
SAN MIGUEL ELECTRIC COOPERATIVE	OSMRE - AML Fees including Audits and Late Charges 	Coal	247951.21	
SANDRIDGE ENERGY INC	ONRR - Other Revenues	N/A	243	
SANDRIDGE ENERGY INC	ONRR - Other Revenues	Oil & Gas	21241.77	
SANDRIDGE ENERGY INC	ONRR - Royalties	Gas	737639.33	
SANDRIDGE ENERGY INC	ONRR - Royalties	Oil	1279811.2	
SANDRIDGE ENERGY INC	ONRR/BLM - Bonus	Oil & Gas	4208762	
SANDRIDGE ENERGY INC	ONRR/BLM - Rents	Oil & Gas	145765	
SCHALK DEVELOPMENT CO	ONRR - Royalties	Gas	128838.88	
SCHALK DEVELOPMENT CO	ONRR - Royalties	Oil	6347.88	
SCOUT ENERGY MANAGEMENT LLC	ONRR - Other Revenues	Oil & Gas	349697.83	
SCOUT ENERGY MANAGEMENT LLC	ONRR - Royalties	Gas	2389010.71	
SCOUT ENERGY MANAGEMENT LLC	ONRR - Royalties	Oil	1119902.06	
SCOUT ENERGY MANAGEMENT LLC	ONRR/BLM - Rents	Oil & Gas	33722	
SDB OFFSHORE ENERGY LLC	ONRR/BLM - Bonus	Oil & Gas	1347840	
SDB OFFSHORE ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	362880	
SEELEY OIL CO	ONRR - Other Revenues	Oil & Gas	5144.12	
SEELEY OIL CO	ONRR - Royalties	Gas	8420.28	
SEELEY OIL CO	ONRR - Royalties	Oil	99846.38	
SEELEY OIL CO	ONRR/BLM - Rents	Oil & Gas	410	
SEMINOLE COAL RESOURCES LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	205754.62	
SENECA COAL RESOURCES LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	304912.71	
SENTINEL PEAK RESOURCES CALIFORNIA LLC	BLM - Permit Fees	Oil & Gas	295500	
SENTINEL PEAK RESOURCES CALIFORNIA LLC	ONRR - Other Revenues	Oil & Gas	425.6	
SENTINEL PEAK RESOURCES CALIFORNIA LLC	ONRR - Royalties	Gas	20173.68	
SENTINEL PEAK RESOURCES CALIFORNIA LLC	ONRR - Royalties	Oil	4405540.83	
SENTINEL PEAK RESOURCES CALIFORNIA LLC	ONRR/BLM - Rents	Oil & Gas	505	
SERVICE ROCK PRODUCTS	BLM - Permit Fees	Mineral Materials	277971.95	
SEVEN SISTERS OIL AND GAS LLC	ONRR - Other Revenues	Oil & Gas	26100	
SEVEN SISTERS OIL AND GAS LLC	ONRR/BLM - Bonus	Oil & Gas	330382	
SEVEN SISTERS OIL AND GAS LLC	ONRR/BLM - Rents	Oil & Gas	8073	
SG INTERESTS I LTD	ONRR - Other Revenues	N/A	436	
SG INTERESTS I LTD	ONRR - Other Revenues	Oil & Gas	3269.15	
SG INTERESTS I LTD	ONRR - Royalties	Gas	696680.71	
SG INTERESTS I LTD	ONRR - Royalties	Oil	26679.39	
SG INTERESTS I LTD	ONRR/BLM - Bonus	Oil & Gas	-43780	
SG INTERESTS I LTD	ONRR/BLM - Rents	Oil & Gas	-219418	
SHARBRO ENERGY LLC	BLM - Permit Fees	Oil & Gas	960	
SHARBRO ENERGY LLC	ONRR - Other Revenues	Oil & Gas	861.05	
SHARBRO ENERGY LLC	ONRR/BLM - Bonus	Oil & Gas	5777967	
SHARBRO ENERGY LLC	ONRR/BLM - Rents	Oil & Gas	13125	
SHERIDAN PRODUCTION CO LLC	ONRR - Other Revenues	Oil & Gas	2321.55	
SHERIDAN PRODUCTION CO LLC	ONRR - Royalties	Gas	6345.37	
SHERIDAN PRODUCTION CO LLC	ONRR - Royalties	Oil	2413773.49	
SHERIDAN PRODUCTION CO LLC	ONRR/BLM - Rents	Oil & Gas	1364	
SIERRA LITHIUM, LLC	BLM - Permit Fees	Locatable Minerals	168830	
SIERRA NEVADA GOLD USA INC	BLM - Permit Fees	Locatable Minerals	209580	
SIERRA READY MIX LLC	BLM - Permit Fees	Mineral Materials	356326.98	
SIGNAL HILL CO LLC	ONRR - Other Revenues	Oil & Gas	2558	
SIGNAL HILL CO LLC	ONRR - Royalties	Gas	1634.39	
SIGNAL HILL CO LLC	ONRR - Royalties	Oil	1432425.52	
SIGNAL HILL CO LLC	ONRR/BLM - Rents	Oil & Gas	1040	
SIGNAL PEAK ENERGY LLC	ONRR - Other Revenues	Coal	115.12	
SIGNAL PEAK ENERGY LLC	ONRR - Royalties	Coal	1662698.49	
SIGNAL PEAK ENERGY LLC	ONRR/BLM - Rents	Coal	8040	
SIGNAL PEAK ENERGY LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	875381.89	
SILVER ONE RESOURCES (USA) INC	BLM - Permit Fees	Locatable Minerals	344185	
SILVER OPPORTUNITY PARTNERS LLC	BLM - Permit Fees	Locatable Minerals	212212	
SINCLAIR	BLM - Permit Fees	Locatable Minerals	219480	
SINCLAIR	BLM - Permit Fees	Oil & Gas	73770	
SINCLAIR	ONRR - Other Revenues	Oil & Gas	17100.03	
SINCLAIR	ONRR - Royalties	Gas	59653.61	
SINCLAIR	ONRR - Royalties	Oil	1285478.07	
SINCLAIR	ONRR/BLM - Rents	Oil & Gas	6998	
SLASH EXPLORATION LP	BLM - Permit Fees	Oil & Gas	160	
SLASH EXPLORATION LP	ONRR - Other Revenues	Oil & Gas	83.15	
SLASH EXPLORATION LP	ONRR/BLM - Bonus	Oil & Gas	170040	
SLASH EXPLORATION LP	ONRR/BLM - Rents	Oil & Gas	1440	
SLAWSON EXPLORATION CO	BLM - Permit Fees	Oil & Gas	194055	
SLAWSON EXPLORATION CO	ONRR - Other Revenues	Oil & Gas	38499.9	
SLAWSON EXPLORATION CO	ONRR - Royalties	Gas	410664.55	
SLAWSON EXPLORATION CO	ONRR - Royalties	Oil	12790275.45	
SLAWSON EXPLORATION CO	ONRR/BLM - Rents	Oil & Gas	10233	
SLEEPER MINING CO LLC	BLM - Permit Fees	Locatable Minerals	304420	
SM ENERGY CO	BLM - Permit Fees	Oil & Gas	166715	
SM ENERGY CO	ONRR - Other Revenues	N/A	436	
SM ENERGY CO	ONRR - Other Revenues	Oil & Gas	-299366.16	
SM ENERGY CO	ONRR - Royalties	Gas	753894.85	
SM ENERGY CO	ONRR - Royalties	Oil	3593674.24	
SM ENERGY CO	ONRR/BLM - Rents	Oil & Gas	42154	
SNOWSTORM EXPLORATION LLC	BLM - Permit Fees	Locatable Minerals	168539	
SOLAR SOURCES INC	OSMRE - AML Fees including Audits and Late Charges 	Coal	835724.04	
SOLIDUS RESOURCES LLC	BLM - Permit Fees	Locatable Minerals	175615	
SOLVAY	ONRR - Other Revenues	Phosphate	3801	
SOLVAY	ONRR - Other Revenues	Sodium	50466	
SOLVAY	ONRR - Royalties	Other Commodities	11209444.41	
SOLVAY	ONRR/BLM - Rents	Phosphate	1267	
SOUTH PASS PETROLEUM INC	ONRR - Royalties	Gas	4082.87	
SOUTH PASS PETROLEUM INC	ONRR - Royalties	Oil	2027.83	
SOUTH PASS PETROLEUM INC	ONRR/BLM - Bonus	Oil & Gas	225950	
SOUTH PASS PETROLEUM INC	ONRR/BLM - Rents	Oil & Gas	18609	
SOUTHEASTERN LAND LLC	OSMRE - AML Fees including Audits and Late Charges 	Coal	603022.67	
SOUTHERN CALIFORNIA GAS CO	ONRR - Other Revenues	N/A	436	
SOUTHERN CALIFORNIA GAS CO	ONRR - Other Revenues	Oil & Gas	204967.66	
SOUTHERN CALIFORNIA GAS CO	ONRR/BLM - Rents	Oil & Gas	314	
SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY	ONRR - Other Revenues	Oil & Gas	-747.6	
SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY	ONRR - Royalties	Gas	1145966.75	
SOUTHERN UTE INDIAN TRIBE	ONRR - Other Revenues	Oil & Gas	72304.36	
SOUTHERN UTE INDIAN TRIBE	ONRR - Royalties	Gas	760760.74	
SOUTHERN UTE INDIAN TRIBE	ONRR - Royalties	Oil	12348560.98	
SOUTHERN UTE INDIAN TRIBE	ONRR/BLM - Rents	Oil & Gas	3749	
SOUTHLAND ROYALY CO LLC	BLM - Permit Fees	Oil & Gas	361491	
SOUTHLAND ROYALY CO LLC	ONRR - Other Revenues	N/A	2187	
SOUTHLAND ROYALY CO LLC	ONRR - Other Revenues	Oil & Gas	271049.66	
SOUTHLAND ROYALY CO LLC	ONRR - Royalties	Gas	10745118.55	
SOUTHLAND ROYALY CO LLC	ONRR - Royalties	Oil	1419128.13	
SOUTHLAND ROYALY CO LLC	ONRR/BLM - Bonus	Oil & Gas	19191571	
SOUTHLAND ROYALY CO LLC	ONRR/BLM - Rents	Oil & Gas	698090	
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR - Other Revenues	Oil & Gas	4056.84	
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR - Royalties	Gas	213874.92	
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR - Royalties	Oil	10.9	
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR/BLM - Bonus	Oil & Gas	2292	
SOUTHWESTERN ENERGY PRODUCTION CO	ONRR/BLM - Rents	Oil & Gas	46564	
SOUTHWESTERN PRODUCTION CORP.	ONRR - Other Revenues	Oil & Gas	1884.75	
SOUTHWESTERN PRODUCTION CORP.	ONRR - Royalties	Oil	463552.67	
SOUTHWESTERN PRODUCTION CORP.	ONRR/BLM - Rents	Oil & Gas	6114	
SPARTAN MINING CO	OSMRE - AML Fees including Audits and Late Charges 	Coal	189922.47	
SPECIAL ENERGY CORP	BLM - Permit Fees	Oil & Gas	1120	
SPECIAL ENERGY CORP	ONRR - Other Revenues	Oil & Gas	364.28	
SPECIAL ENERGY CORP	ONRR - Royalties	Gas	212816.07	
SPECIAL ENERGY CORP	ONRR - Royalties	Oil	68568.03	
SPECIAL ENERGY CORP	ONRR/BLM - Bonus	Oil & Gas	382084	
SPECIAL ENERGY CORP	ONRR/BLM - Rents	Oil & Gas	3313.5	
SRC ENERGY INC	BLM - Permit Fees	Oil & Gas	95	
SRC ENERGY INC	ONRR - Other Revenues	Oil & Gas	10613.4	
SRC ENERGY INC	ONRR - Royalties	Gas	88496.74	
SRC ENERGY INC	ONRR - Royalties	Oil	224505.13	
SRC ENERGY INC	ONRR/BLM - Rents	Oil & Gas	1257	
ST DEVOTE LLC	BLM - Permit Fees	Oil & Gas	6450	
ST DEVOTE LLC	ONRR/BLM - Bonus	Oil & Gas	330640	
ST DEVOTE LLC	ONRR/BLM - Rents	Oil & Gas	360	
STAGHORN PETROLUEM LLC	ONRR - Royalties	Gas	2803.55	
STAGHORN PETROLUEM LLC	ONRR - Royalties	Oil	75.7	
STAGHORN PETROLUEM LLC	ONRR/BLM - Bonus	Oil & Gas	341054	
STAGHORN PETROLUEM LLC	ONRR/BLM - Rents	Oil & Gas	981	
STAKEHOLDER ENERGY LLC	BLM - Permit Fees	Locatable Minerals	103230	
STANDARD ENERGY CORP	ONRR - Other Revenues	Oil & Gas	82.48	
STANDARD ENERGY CORP	ONRR - Royalties	Gas	808075.1	
STEPHENS & JOHNSON OPERATING CO	ONRR - Royalties	Gas	659.65	
STEPHENS & JOHNSON OPERATING CO	ONRR - Royalties	Oil	248456.4	
STEPHENS PRODUCTION CO	BLM - Permit Fees	Oil & Gas	9790	
STEPHENS PRODUCTION CO	ONRR - Other Revenues	Oil & Gas	3246.38	
STEPHENS PRODUCTION CO	ONRR - Royalties	Gas	568522.34	
STEPHENS PRODUCTION CO	ONRR/BLM - Bonus	Oil & Gas	7030	
STEPHENS PRODUCTION CO	ONRR/BLM - Rents	Oil & Gas	98170.5	
STILLWATER MINING CO	BLM - Permit Fees	Locatable Minerals	241645	
STONE ENERGY	ONRR/BLM - Bonus	Oil & Gas	605500	
STONE ENERGY	ONRR/BLM - Rents	Oil & Gas	1304938.5	
STOUT STREET ROYALTIES LLC	ONRR/BLM - Bonus	Oil & Gas	571947	
STOUT STREET ROYALTIES LLC	ONRR/BLM - Rents	Oil & Gas	8401.5	
STRACHAN EXPLORATION INC	BLM - Permit Fees	Oil & Gas	380	
STRACHAN EXPLORATION INC	ONRR - Other Revenues	Oil & Gas	4509.4	
STRACHAN EXPLORATION INC	ONRR - Royalties	Gas	839.84	
STRACHAN EXPLORATION INC	ONRR - Royalties	Oil	84037.8	
STRACHAN EXPLORATION INC	ONRR/BLM - Rents	Oil & Gas	37396	
STRATA ENERGY INC	BLM - Permit Fees	Locatable Minerals	129115	
STRATA PRODUCTION CO	BLM - Permit Fees	Oil & Gas	32725	
STRATA PRODUCTION CO	ONRR - Other Revenues	Oil & Gas	25628.44	
STRATA PRODUCTION CO	ONRR - Royalties	Gas	171186.51	
STRATA PRODUCTION CO	ONRR - Royalties	Oil	213697.27	
STROUD EXPLORATION INC	ONRR - Other Revenues	Oil & Gas	61.5	
STROUD EXPLORATION INC	ONRR - Royalties	Gas	2874.96	
STROUD EXPLORATION INC	ONRR - Royalties	Oil	614963.88	
