Shore	Region	Product	Year	Sum of Production Volume
Onshore	Withheld	Gold and Silver Products (oz)	2005	43
Onshore	Withheld	Gold and Silver Products (oz)	2006	74
Onshore	Withheld	Gold and Silver Products (oz)	2007	40
Onshore	Withheld	Gold and Silver Products (oz)	2008	7
Onshore	Withheld	Gold and Silver Products (oz)	2009	217
Onshore	Withheld	Gold and Silver Products (oz)	2010	122
Onshore	Withheld	Gold and Silver Products (oz)	2011	23
Onshore	Withheld	Gold and Silver Products (oz)	2013	1
Onshore	Withheld	Gold Products (ounces)	2009	7
Onshore	Withheld	Gold Products (ounces)	2011	10
Onshore	Withheld	Hardrock Products (tons)	2005	36756
Onshore	Withheld	Hardrock Products (tons)	2006	68941
Onshore	Withheld	Hardrock Products (tons)	2007	142378
Onshore	Withheld	Hardrock Products (tons)	2008	187627
Onshore	Withheld	Hardrock Products (tons)	2009	182432
Onshore	Withheld	Hardrock Products (tons)	2010	158266
Onshore	Withheld	Hardrock Products (tons)	2011	174574
Onshore	Withheld	Hardrock Products (tons)	2012	137956
Onshore	Withheld	Hardrock Products (tons)	2013	71696
Onshore	Withheld	Hardrock Products (tons)	2014	22598
Onshore	Withheld	Lead Concentrate (tons)	2006	1233
Onshore	Withheld	Lead Concentrate (tons)	2007	1620
Onshore	Withheld	Lead Concentrate (tons)	2008	988
Onshore	Withheld	Lead Concentrate (tons)	2009	2053
Onshore	Withheld	Lead Concentrate (tons)	2010	518
Onshore	Withheld	Lead Concentrate (tons)	2011	1562
Onshore	Withheld	Lead Concentrate (tons)	2012	2470
Onshore	Withheld	Lead Concentrate (tons)	2013	828.53
Onshore	Withheld	Lead Concentrate (tons)	2014	987.3
Onshore	Withheld	Other Coal Products (tons)	2006	7056
Onshore	Withheld	Other Coal Products (tons)	2008	2232
Onshore	Withheld	Other Coal Products (tons)	2009	6060
Onshore	Withheld	Other Coal Products (tons)	2010	8100
Onshore	Withheld	Other Coal Products (tons)	2011	8496
Onshore	Withheld	Other Coal Products (tons)	2012	7316
Onshore	Withheld	Other Coal Products (tons)	2013	10666
Onshore	Withheld	Other Coal Products (tons)	2014	142273
Onshore	Withheld	Other Potassium Products (tons)	2005	8213
Onshore	Withheld	Other Potassium Products (tons)	2006	237500
Onshore	Withheld	Other Potassium Products (tons)	2007	231617
Onshore	Withheld	Other Potassium Products (tons)	2008	539195
Onshore	Withheld	Other Potassium Products (tons)	2009	353007
Onshore	Withheld	Other Potassium Products (tons)	2010	400303
Onshore	Withheld	Other Potassium Products (tons)	2011	526581
Onshore	Withheld	Other Potassium Products (tons)	2012	158953
Onshore	Withheld	Other Potassium Products (tons)	2013	171599
Onshore	Withheld	Other Potassium Products (tons)	2014	449740
Onshore	Withheld	Other Sodium Products (tons)	2005	231283
Onshore	Withheld	Other Sodium Products (tons)	2006	362307
Onshore	Withheld	Other Sodium Products (tons)	2007	369872
Onshore	Withheld	Other Sodium Products (tons)	2008	428533
Onshore	Withheld	Other Sodium Products (tons)	2009	239828
Onshore	Withheld	Other Sodium Products (tons)	2010	393009
Onshore	Withheld	Other Sodium Products (tons)	2011	471675
Onshore	Withheld	Other Sodium Products (tons)	2012	371833
Onshore	Withheld	Other Sodium Products (tons)	2013	298010
Onshore	Withheld	Other Sodium Products (tons)	2014	488493
Onshore	Withheld	Phosphate Raw Ore (tons)	2005	550626
Onshore	Withheld	Phosphate Raw Ore (tons)	2010	59628
Onshore	Withheld	Phosphate Raw Ore (tons)	2011	221187
Onshore	Withheld	Phosphate Raw Ore (tons)	2012	741563
Onshore	Withheld	Phosphate Raw Ore (tons)	2013	113187
Onshore	Withheld	Potash (tons)	2005	440674
Onshore	Withheld	Potash (tons)	2006	14913
Onshore	Withheld	Potash (tons)	2007	448032
Onshore	Withheld	Potash (tons)	2008	326418
Onshore	Withheld	Potash (tons)	2009	278149
Onshore	Withheld	Potash (tons)	2010	345161
Onshore	Withheld	Potash (tons)	2011	398067
Onshore	Withheld	Potash (tons)	2012	254825
Onshore	Withheld	Potash (tons)	2013	296669
Onshore	Withheld	Potash (tons)	2014	208401
Onshore	Withheld	Quartz Crystal (tickets/pounds)	2008	11300
Onshore	Withheld	Quartz Crystal (tickets/pounds)	2009	1595
Onshore	Withheld	Quartz Crystal (tickets/pounds)	2010	1000
Onshore	Withheld	Quartz Crystal (tickets/pounds)	2014	960
Onshore	Withheld	Salt (tons)	2005	413803
Onshore	Withheld	Salt (tons)	2006	512832
Onshore	Withheld	Salt (tons)	2007	705887
Onshore	Withheld	Salt (tons)	2008	319856
Onshore	Withheld	Salt (tons)	2009	268721
Onshore	Withheld	Salt (tons)	2010	364023
Onshore	Withheld	Salt (tons)	2011	425152
Onshore	Withheld	Salt (tons)	2012	340764
Onshore	Withheld	Salt (tons)	2013	468941
Onshore	Withheld	Salt (tons)	2014	440428
Onshore	Withheld	Soda Ash (tons)	2005	831497
Onshore	Withheld	Soda Ash (tons)	2006	817601
Onshore	Withheld	Soda Ash (tons)	2007	758283
Onshore	Withheld	Soda Ash (tons)	2008	756762
Onshore	Withheld	Soda Ash (tons)	2009	627055
Onshore	Withheld	Soda Ash (tons)	2010	712983
Onshore	Withheld	Soda Ash (tons)	2011	773071
Onshore	Withheld	Soda Ash (tons)	2012	738199
Onshore	Withheld	Soda Ash (tons)	2013	795044
Onshore	Withheld	Soda Ash (tons)	2014	808402
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2005	114001
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2006	130788
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2007	161456
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2008	51007
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2009	134148
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2010	133833
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2011	148493
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2012	147177
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2013	154740
Onshore	Withheld	Sodium Bi-Carbonate (tons)	2014	201462
Onshore	Withheld	Zinc Concentrate (tons)	2006	47
Onshore	Withheld	Zinc Concentrate (tons)	2007	128
Onshore	Withheld	Zinc Concentrate (tons)	2008	72
Onshore	Withheld	Zinc Concentrate (tons)	2009	68
Onshore	Withheld	Zinc Concentrate (tons)	2011	75
Onshore	Withheld	Zinc Concentrate (tons)	2013	0.61
Onshore	Withheld	Zinc Concentrate (tons)	2014	115.3
Onshore	WV	Gas (mcf)	2005	721008.2
Onshore	WV	Gas (mcf)	2006	574300.94
Onshore	WV	Gas (mcf)	2007	519848.41
Onshore	WV	Gas (mcf)	2008	596922.31
Onshore	WV	Gas (mcf)	2009	467668.53
Onshore	WV	Gas (mcf)	2010	379407.67
Onshore	WV	Gas (mcf)	2011	432472.16
Onshore	WV	Gas (mcf)	2012	201584.19
Onshore	WV	Gas (mcf)	2013	197982.08
Onshore	WV	Gas (mcf)	2014	172623.39
Onshore	WV	Oil (bbl)	2009	193
Onshore	WV	Oil (bbl)	2010	8
Onshore	WV	Oil (bbl)	2011	14
Onshore	WY	Coal (tons)	2005	362573504
Onshore	WY	Coal (tons)	2006	369856067
Onshore	WY	Coal (tons)	2007	384201780
Onshore	WY	Coal (tons)	2008	418915511
Onshore	WY	Coal (tons)	2009	387746736
Onshore	WY	Coal (tons)	2010	397535690
Onshore	WY	Coal (tons)	2011	390112610
Onshore	WY	Coal (tons)	2012	353311864
Onshore	WY	Coal (tons)	2013	331529668
Onshore	WY	Coal (tons)	2014	340049300
Onshore	WY	Gas (mcf)	2005	1363453405
Onshore	WY	Gas (mcf)	2006	1491448824
Onshore	WY	Gas (mcf)	2007	1663194651
Onshore	WY	Gas (mcf)	2008	1853711613
Onshore	WY	Gas (mcf)	2009	1936844263
Onshore	WY	Gas (mcf)	2010	1936990585
Onshore	WY	Gas (mcf)	2011	1834316065
Onshore	WY	Gas (mcf)	2012	1736628829
Onshore	WY	Gas (mcf)	2013	1591445784
Onshore	WY	Gas (mcf)	2014	1530108360
Onshore	WY	Oil (bbl)	2005	30506323.7
Onshore	WY	Oil (bbl)	2006	31881550.63
Onshore	WY	Oil (bbl)	2007	33058880.24
Onshore	WY	Oil (bbl)	2008	32610960.23
Onshore	WY	Oil (bbl)	2009	31935377.18
Onshore	WY	Oil (bbl)	2010	32433494.77
Onshore	WY	Oil (bbl)	2011	32408833.51
Onshore	WY	Oil (bbl)	2012	33168536.3
Onshore	WY	Oil (bbl)	2013	35695518.7
Onshore	WY	Oil (bbl)	2014	40604913.8
Onshore	WY	Purge Liquor (tons- equivalent)	2005	61925
Onshore	WY	Purge Liquor (tons- equivalent)	2006	69814
Onshore	WY	Purge Liquor (tons- equivalent)	2007	97711
Onshore	WY	Purge Liquor (tons- equivalent)	2008	116333
Onshore	WY	Purge Liquor (tons- equivalent)	2009	118021
Onshore	WY	Purge Liquor (tons- equivalent)	2010	104405
Onshore	WY	Purge Liquor (tons- equivalent)	2011	88407
Onshore	WY	Purge Liquor (tons- equivalent)	2012	73594
Onshore	WY	Purge Liquor (tons- equivalent)	2013	88213
Onshore	WY	Purge Liquor (tons- equivalent)	2014	91878
Onshore	WY	Salt (tons)	2006	0
Onshore	WY	Salt (tons)	2007	0
Onshore	WY	Salt (tons)	2008	0
Onshore	WY	Salt (tons)	2009	0
Onshore	WY	Salt (tons)	2010	0
Onshore	WY	Salt (tons)	2011	0
Onshore	WY	Salt (tons)	2012	0
Onshore	WY	Salt (tons)	2013	0
Onshore	WY	Salt (tons)	2014	0
Onshore	WY	Soda Ash (tons)	2005	3416753
Onshore	WY	Soda Ash (tons)	2006	4755332
Onshore	WY	Soda Ash (tons)	2007	5662599
Onshore	WY	Soda Ash (tons)	2008	7069757
Onshore	WY	Soda Ash (tons)	2009	5545300
Onshore	WY	Soda Ash (tons)	2010	4990309
Onshore	WY	Soda Ash (tons)	2011	5705147
Onshore	WY	Soda Ash (tons)	2012	4740200
Onshore	WY	Soda Ash (tons)	2013	5232597
Onshore	WY	Soda Ash (tons)	2014	6075994
Onshore	WY	Sodium Bi-Carbonate (tons)	2005	0
Onshore	WY	Sodium Bi-Carbonate (tons)	2006	0
Onshore	WY	Sodium Bi-Carbonate (tons)	2007	0
Onshore	WY	Sodium Bi-Carbonate (tons)	2008	0
Onshore	WY	Sodium Bi-Carbonate (tons)	2009	0
Onshore	WY	Sodium Bi-Carbonate (tons)	2010	46904
Onshore	WY	Sodium Bi-Carbonate (tons)	2011	34297
Onshore	WY	Sodium Bi-Carbonate (tons)	2012	69262
Onshore	WY	Sodium Bi-Carbonate (tons)	2013	71539
Onshore	WY	Sodium Bi-Carbonate (tons)	2014	107022
Onshore	WY	Sodium Bisulfite (tons)	2005	0
Onshore	WY	Sodium Bisulfite (tons)	2006	0
Onshore	WY	Sodium Bisulfite (tons)	2007	0
Onshore	WY	Sodium Bisulfite (tons)	2008	0
Onshore	WY	Sodium Bisulfite (tons)	2009	0
Onshore	WY	Sodium Bisulfite (tons)	2010	0
Onshore	WY	Sodium Bisulfite (tons)	2011	0
Onshore	WY	Sodium Bisulfite (tons)	2012	0
Onshore	WY	Sodium Decahydrate (tons)	2005	0
Onshore	WY	Sodium Decahydrate (tons)	2006	0
Onshore	WY	Sodium Sesquicarbonate	2005	0
Onshore	WY	Sodium Sesquicarbonate	2006	0
Onshore	WY	Sodium Sesquicarbonate	2007	0
Onshore	WY	Sodium Sesquicarbonate	2008	0
Onshore	WY	Sodium Sesquicarbonate	2009	0
Onshore	WY	Sodium Sesquicarbonate	2010	0
Onshore	WY	Sodium Sesquicarbonate	2011	0
Onshore	WY	Sodium Sesquicarbonate	2012	0
Onshore	WY	Sodium Sesquicarbonate	2013	121115
Onshore	WY	Sodium Sesquicarbonate	2014	0
Onshore	WY	Sulfide (tons)	2005	0
Onshore	WY	Sulfide (tons)	2006	0
Onshore	WY	Sulfide (tons)	2007	0
Onshore	WY	Sulfide (tons)	2008	0
Onshore	WY	Sulfide (tons)	2009	0
Onshore	WY	Sulfide (tons)	2010	0
Onshore	WY	Sulfide (tons)	2011	0
Onshore	WY	Sulfide (tons)	2012	0
Onshore	WY	Sulfide (tons)	2013	0
Onshore	WY	Sulfide (tons)	2014	0
Onshore	WY	Trona Ore (tons)	2005	0
Onshore	WY	Trona Ore (tons)	2006	0
Onshore	WY	Trona Ore (tons)	2007	0
Onshore	WY	Trona Ore (tons)	2008	0
Onshore	WY	Trona Ore (tons)	2009	139699
Onshore	WY	Trona Ore (tons)	2010	0
Onshore	WY	Trona Ore (tons)	2011	0
Onshore	WY	Trona Ore (tons)	2012	0
Onshore	WY	Trona Ore (tons)	2013	0
Onshore	WY	Trona Ore (tons)	2014	0
Grand Total				1.16397E+11
